SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;TERMINAL;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S002;234;36.0;266.65;12.3;0;0;0;8;01:00;0.08;0.0;0.58;0.67;SANTOSBR;BERÇO TECON 2;8;01:40;8;02:30;8;02:30;8;13:05;8;13:10;8;14:20
S002;235;37.0;227.97;10.0;0;0;0;8;12:00;0.08;0.0;0.25;0.33;SANTOSBR;BERÇO TECON 1.2;8;12:20;8;13:10;8;13:10;9;07:20;9;08:00;9;09:10
S002;236;34.0;223.91;9.3;0;0;0;8;07:25;88.58;5.92;0.08;94.58;SANTOSBR;BERÇO TECON 1.2;12;06:00;12;06:50;12;06:50;13;02:45;13;02:45;13;03:55
S002;237;28.0;172.0;7.7;0;0;0;8;05:00;0.08;0.0;0.0;0.08;SANTOSBR;BERÇO TECON 1.1;8;05:05;8;05:55;8;05:55;8;17:45;8;18:00;8;19:10
S002;238;51.0;336.0;14.4;1;0;0;8;09:52;4.58;0.0;1.17;5.75;SANTOSBR;BERÇO TECON 2;8;15:40;8;16:35;8;16:35;9;12:45;9;11:50;9;13:05
S002;239;18.0;116.9;4.6;0;0;0;9;14:06;0.02;0.0;0.32;0.33;AGEO_NORTE;BERÇO IB OE;9;14:30;9;16:10;9;16:10;10;12:45;10;11:05;10;12:25
S002;240;32.0;229.0;8.02;0;0;0;9;07:51;66.33;4.17;0.0;70.5;AUTORIDADE_OUT;BERÇO ARM 20/21;12;06:25;12;07:45;12;07:45;13;21:55;13;22:00;13;23:00
S002;241;40.0;272.02;13.2;0;0;0;9;16:20;0.08;0.0;0.17;0.25;BTP;BERÇO BTP 3;9;16:35;9;18:00;9;18:00;10;20:40;10;21:50;10;23:35
S002;242;32.0;260.66;11.4;0;0;0;9;07:15;2.08;16.75;14.42;33.25;DPW;BERÇO DPW 2;10;16:30;10;18:05;10;18:05;11;09:15;11;09:15;11;10:30
S002;243;32.0;199.98;12.09;0;0;0;9;05:00;11.67;57.58;20.92;90.17;OUTROS_MACUCO;BERÇO ARM 35P2;12;23:10;13;00:00;13;00:00;18;13:15;18;13:55;18;15:05
S002;244;50.0;305.0;8.52;1;1;0;9;05:42;0.92;0.0;0.0;0.92;CONCAIS;BERÇO 25 + FRIG;9;06:40;9;08:00;9;08:00;9;18:35;9;21:20;9;22:40
S002;245;52.0;331.43;8.65;1;1;0;9;06:15;3.83;0.0;0.83;4.67;CONCAIS;BERÇO OUT 1;9;10:55;9;12:15;9;12:15;9;22:35;11;00:00;11;01:20
S002;246;32.0;183.2;8.1;0;0;0;9;18:30;58.17;10.92;1.42;70.5;TRANSPETRO;BERÇO AL 02;12;17:00;12;18:50;12;18:50;13;22:30;13;22:30;14;00:00
S002;247;40.0;272.05;10.7;0;0;0;9;07:00;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 3;9;07:10;9;08:00;9;08:00;9;21:00;9;21:00;9;22:10
S002;248;45.0;299.9;10.75;0;0;0;9;14:00;0.08;0.0;0.0;0.08;SANTOSBR;BERÇO TECON 2;9;14:05;9;14:55;9;14:55;11;15:45;11;14:25;11;15:35
S002;249;48.0;333.2;11.8;1;0;0;9;00:50;4.58;0.0;2.17;6.75;SANTOSBR;BERÇO TECON 1.2;9;07:35;9;08:30;9;08:30;10;10:25;10;09:15;10;10:30
S002;250;51.0;335.93;10.0;1;0;0;9;08:30;2.25;9.08;0.0;11.33;SANTOSBR;BERÇO TECON 3;9;19:50;9;21:05;9;21:05;10;18:45;10;17:05;10;18:00
S002;251;37.0;229.0;7.5;0;0;0;9;06:00;0.08;11.08;0.0;11.17;TGG;BERÇO TGG;9;17:10;9;18:15;9;18:15;12;09:30;12;08:00;12;08:45
S002;252;32.0;199.0;8.8;0;0;1;9;17:30;1.08;6.5;11.42;19.0;TEV;BERÇO TEV;10;12:30;10;13:45;10;13:45;10;21:15;10;21:40;10;22:35
S002;253;32.0;199.97;9.0;0;0;1;9;15:00;0.08;9.0;1.33;10.42;TEV;BERÇO TEV;10;01:25;10;02:40;10;02:40;10;10:20;10;10:45;10;11:40
S002;256;32.31;189.9;7.0;0;0;0;9;01:35;0.08;0.0;0.0;0.08;TIPLAM;BERÇO TIPLAM 1;9;01:40;9;04:05;9;04:05;11;22:15;11;21:25;11;23:20
S002;257;24.0;199.98;9.4;0;0;0;9;11:18;108.67;0.0;0.92;109.58;TIPLAM;BERÇO TIPLAM 2;14;00:55;14;02:50;14;02:50;16;11:15;16;11:50;16;14:15
S002;258;32.0;183.1;9.5;0;0;0;10;16:10;1.17;1.67;0.0;2.83;ADONAI;BERÇO IB SP;10;19:00;10;20:20;10;20:20;13;23:35;14;00:00;14;01:40
S002;259;32.0;188.0;6.4;0;0;0;10;02:23;3.13;15.12;0.0;18.25;AUTORIDADE_OUT;BERÇO ARM 20/21;10;20:40;10;22:00;10;22:00;12;01:25;12;03:10;12;04:10
S002;260;48.0;330.0;11.6;1;0;0;10;01:48;118.17;0.0;10.75;128.92;BTP;BERÇO BTP 2;15;10:45;15;12:15;15;12:15;16;18:00;17;00:30;17;02:20
S002;261;26.0;168.06;9.6;0;0;0;10;10:20;14.58;9.67;0.0;24.25;DPW;BERÇO DPW 2;11;10:35;11;11:50;11;11:50;11;19:25;11;19:25;11;21:00
S002;262;33.0;183.1;7.9;0;0;0;10;16:10;1.17;0.0;2.5;3.67;OUTROS_ALAMOA;BERÇO AL 02;10;19:50;10;21:20;10;21:20;12;14:55;12;15:05;12;16:55
S002;263;44.0;289.59;8.3;0;1;0;10;06:30;2.5;0.0;0.0;2.5;CONCAIS;BERÇO ARM 25;10;09:00;10;10:15;10;10:15;10;20:55;10;21:55;10;23:10
S002;264;44.0;323.0;8.5;0;1;0;10;05:00;4.67;0.0;5.58;10.25;CONCAIS;BERÇO OUT 2;10;15:15;10;16:30;10;16:30;11;04:20;11;13:25;11;14:40
S002;265;40.0;228.0;8.0;0;0;0;10;15:30;247.58;1.0;10.83;259.42;TRANSPETRO;BERÇO AL 01;21;10:55;21;12:45;21;12:45;22;19:00;;;;;;
S002;266;19.0;88.8;5.3;0;0;0;10;21:10;0.08;0.0;0.0;0.08;SAIPEM;BERÇO SAIPEM 2;10;21:15;10;22:05;10;22:05;11;15:55;11;15:55;11;16:25
S002;267;32.0;294.03;10.0;0;0;0;10;12:00;0.08;0.83;0.0;0.92;SANTOSBR;BERÇO TECON 1.2;10;12:55;10;13:45;10;13:45;11;10:30;11;10:50;11;12:00
S002;268;27.0;170.08;6.8;0;0;0;10;11:48;36.17;0.0;0.0;36.17;SANTOSBR;BERÇO TECON 1.1;12;00:00;12;01:10;12;01:10;12;19:20;12;19:20;12;20:10
S002;269;48.0;333.2;14.4;1;0;0;10;15:30;2.17;0.83;0.0;3.0;SANTOSBR;BERÇO TECON 3;10;18:30;10;19:25;10;19:25;12;06:55;12;07:05;12;08:20
S002;272;29.0;179.86;9.2;0;0;0;10;22:30;193.17;0.0;0.58;193.75;TIPLAM;BERÇO TIPLAM 1;19;00:15;19;02:10;19;02:10;19;20:50;19;21:05;19;23:30
S002;273;24.0;146.6;6.1;0;0;0;11;19:00;7.92;47.25;0.0;55.17;ADONAI;BERÇO IB SP;14;02:10;14;03:50;14;03:50;16;15:50;16;15:50;16;17:10
S002;274;16.0;127.03;5.8;0;0;0;11;06:00;0.08;0.0;0.67;0.75;AUTORIDADE_SABOO;BERÇO CORTE;11;06:45;11;08:25;11;08:25;14;11:05;14;11:05;14;12:25
S002;275;32.0;213.88;8.2;0;0;0;11;14:00;130.75;0.0;3.0;133.75;BTP;BERÇO BTP 2;17;03:45;17;05:30;17;05:30;18;15:25;18;15:25;18;16:50
S002;276;40.0;293.2;10.5;0;0;0;11;06:12;41.75;0.0;0.83;42.58;BTP;BERÇO BTP 1;13;00:50;13;02:15;13;02:15;13;16:20;13;19:50;13;21:35
S002;277;43.0;332.85;10.1;0;0;0;11;03:00;0.08;0.0;0.42;0.5;BTP;BERÇO BTP 1;11;03:30;11;04:55;11;04:55;12;20:40;12;20:40;12;22:25
S002;278;48.0;299.18;9.6;1;0;0;11;08:42;16.17;0.0;3.33;19.5;BTP;BERÇO BTP 3;12;04:15;12;06:05;12;06:05;13;01:20;13;04:10;13;05:40
S002;279;31.0;212.54;10.9;0;0;0;11;07:15;3.17;10.58;0.75;14.5;DPW;BERÇO DPW 1;11;21:45;11;23:00;11;23:00;12;13:45;12;13:45;12;15:20
S002;280;32.0;228.99;8.65;0;0;0;11;04:45;0.08;0.0;1.0;1.08;OUTROS_OUT;BERÇO ARM 25;11;05:50;11;06:45;11;06:45;12;22:50;13;03:05;13;04:20
S002;281;31.0;199.2;7.63;0;0;0;11;22:33;0.0;0.0;0.0;0.0;OUTROS_SABOO;BERÇO CS 02;11;22:35;11;23:55;11;23:55;14;22:25;15;01:35;15;03:15
S002;282;40.0;272.05;9.5;0;0;0;11;08:00;16.0;8.83;0.0;24.83;SANTOSBR;BERÇO TECON 3;12;08:50;12;09:40;12;09:40;13;03:35;13;03:35;13;04:45
S002;283;32.0;258.89;9.0;0;0;0;11;20:30;0.08;0.0;0.67;0.75;SANTOSBR;BERÇO TECON 1.2;11;21:15;11;22:05;11;22:05;12;01:05;12;02:10;12;03:20
S002;284;48.0;314.33;12.6;1;0;0;11;17:30;0.08;0.0;0.0;0.08;SANTOSBR;BERÇO TECON 2;11;17:35;11;18:30;11;18:30;12;12:10;12;12:25;12;13:40
S002;285;35.0;185.96;8.2;0;0;0;11;20:35;27.42;0.0;0.0;27.42;SANTOSBR;BERÇO TECON 2;13;00:00;13;00:50;13;00:50;13;19:25;13;19:25;13;20:35
S002;289;32.2;182.9;10.2;0;0;0;12;20:56;1.0;0.0;3.25;4.25;AGEO_NORTE;BERÇO IB OE;13;01:15;13;02:55;13;02:55;15;03:00;15;03:35;15;04:55
S002;290;40.0;182.9;9.65;0;0;0;12;06:30;114.25;0.0;3.42;117.67;AGEO_TERMINAIS;BERÇO Ageo I;17;04:10;17;05:30;17;05:30;20;00:25;20;01:10;20;02:50
S002;291;48.0;330.0;14.5;1;0;0;12;16:30;38.5;0.0;0.0;38.5;BTP;BERÇO BTP 3;14;07:00;14;08:30;14;08:30;15;01:30;15;05:50;15;07:40
S002;292;51.0;335.0;10.5;1;0;0;12;02:00;0.08;0.0;7.17;7.25;BTP;BERÇO BTP 2;12;09:15;12;11:05;12;11:05;13;21:05;13;21:05;13;22:35
S002;293;23.0;164.34;7.8;0;0;0;12;03:00;0.08;0.0;1.67;1.75;DOW;BERÇO DOW;12;04:45;12;05:25;12;05:25;13;08:40;13;08:40;13;09:40
S002;294;37.0;228.0;10.4;0;0;0;12;11:00;0.08;0.0;0.0;0.08;DPW;BERÇO DPW 2;12;11:05;12;12:20;12;12:20;13;03:35;13;03:35;13;05:10
S002;295;30.0;199.2;9.67;0;0;0;12;05:00;0.08;0.0;0.08;0.17;OUTROS_SABOO;BERÇO CS 01;12;05:10;12;06:30;12;06:30;17;05:50;17;05:55;17;07:35
S002;296;32.0;239.3;7.6;0;1;0;12;06:30;0.08;0.0;0.25;0.33;CONCAIS;BERÇO OUT 2;12;06:50;12;08:05;12;08:05;12;19:35;12;19:50;12;21:05
S002;297;32.0;223.88;7.2;0;1;0;12;05:30;0.08;0.0;0.0;0.08;CONCAIS;BERÇO OUT 3;12;05:35;12;06:50;12;06:50;12;18:20;12;18:20;12;19:35
S002;298;27.0;183.0;7.5;0;0;0;12;23:24;24.58;0.0;0.0;24.58;TRANSPETRO;BERÇO AL 01;14;00:00;14;01:50;14;01:50;14;12:35;14;12:45;14;14:15
S002;299;32.0;199.97;8.2;0;0;1;12;14:00;10.0;0.0;0.42;10.42;TEV;BERÇO TEV;13;00:25;13;01:20;13;01:20;14;22:00;14;22:00;14;23:15
S002;302;25.0;156.53;7.8;0;0;0;13;12:30;0.75;0.0;0.67;1.42;AGEO_TERMINAIS;BERÇO Ageo I;13;13:55;13;15:35;13;15:35;15;05:20;15;06:45;15;08:05
S002;303;32.25;294.1;12.55;0;0;0;13;19:00;0.08;0.0;0.0;0.08;DPW;BERÇO DPW 2;13;19:05;13;20:20;13;20:20;14;22:50;15;00:00;15;01:35
S002;304;30.0;210.54;8.8;0;0;0;13;05:03;3.97;40.62;0.0;44.58;DPW;BERÇO DPW 2;15;01:40;15;03:15;15;03:15;15;22:25;15;22:40;15;23:55
S002;305;33.0;189.94;6.53;0;0;0;13;12:00;1.25;0.0;0.25;1.5;OUTROS_MACUCO;BERÇO ARM 32;13;13:30;13;14:20;13;14:20;19;04:30;19;04:50;19;06:00
S002;306;37.0;215.4;7.0;0;0;0;13;17:15;0.08;1.0;0.0;1.08;OUTROS_MACUCO;BERÇO ARM 35P1;13;18:20;13;19:25;13;19:25;15;18:55;15;18:55;15;19:40
S002;307;30.0;179.99;7.0;0;0;0;13;06:30;0.08;0.0;0.0;0.08;OUTROS_MACUCO;BERÇO ARM 33;13;06:35;13;07:45;13;07:45;15;17:50;15;18:00;15;18:50
S002;308;25.0;182.47;8.0;0;0;0;13;13:00;0.08;0.0;0.0;0.08;SANTOSBR;BERÇO TECON 3;13;13:05;13;13:55;13;13:55;14;09:20;14;09:20;14;10:30
S002;309;35.0;223.98;8.61;0;0;0;13;12:00;108.0;0.0;1.25;109.25;SANTOSBR;BERÇO TECON 1.2;18;01:15;18;02:05;18;02:05;18;08:50;18;08:50;18;10:00
S002;310;48.0;300.0;10.8;1;0;0;13;17:30;0.08;0.25;0.0;0.33;SANTOSBR;BERÇO TECON 1.2;13;17:50;13;18:45;13;18:45;14;06:55;14;08:25;14;09:40
S002;311;51.0;336.0;10.2;1;0;0;13;18:12;5.75;0.0;2.58;8.33;SANTOSBR;BERÇO TECON 2;14;02:35;14;03:50;14;03:50;15;21:05;15;22:10;15;23:05
S002;312;32.0;199.98;6.26;0;0;0;13;13:18;1.5;0.0;0.0;1.5;TGRAO;BERÇO OUT 2;13;14:50;13;16:05;13;16:05;15;00:55;15;03:10;15;04:05
S002;313;21.0;139.95;6.9;0;0;0;14;07:15;1.58;20.08;3.25;24.92;AGEO_TERMINAIS;BERÇO Ageo I;15;08:10;15;09:30;15;09:30;16;11:35;16;12:10;16;13:50
S002;314;40.0;304.16;9.8;0;0;0;14;00:48;47.17;0.0;1.33;48.5;BTP;BERÇO BTP 3;16;01:20;16;03:05;16;03:05;16;18:05;16;18:55;16;20:20
S002;315;45.0;299.9;11.85;0;0;0;14;17:00;0.08;0.0;0.0;0.08;BTP;BERÇO BTP 2;14;17:05;14;18:30;14;18:30;15;11:50;15;12:10;15;13:55
S002;316;48.0;299.9;11.8;1;0;0;14;18:30;30.92;13.17;3.08;47.17;BTP;BERÇO BTP 3;16;17:40;16;19:10;16;19:10;17;21:30;17;21:50;17;23:40
S002;317;43.0;272.0;10.3;0;0;0;14;21:58;0.05;0.0;6.95;7.0;BTP;BERÇO BTP 3;15;05:00;15;06:25;15;06:25;15;12:30;15;13:00;15;14:45
S002;318;40.0;278.94;11.0;0;0;0;14;00:36;75.17;11.0;2.5;88.67;DPW;BERÇO DPW 1;17;17:20;17;18:35;17;18:35;18;17:35;18;19:15;18;20:50
S002;319;32.0;225.0;9.3;0;0;0;14;18:00;0.08;0.0;0.0;0.08;DPW CELULOSE;BERÇO DPW 3;14;18:05;14;19:35;14;19:35;16;06:15;16;12:15;16;13:25
S002;321;32.0;225.0;6.98;0;0;0;14;00:24;119.25;0.0;0.0;119.25;OUTROS_PAQUETA;BERÇO ARM 12A;18;23:40;19;01:05;19;01:05;26;14:55;;;;;;
S002;322;32.0;182.88;9.0;0;0;0;14;09:30;14.5;0.0;3.33;17.83;TRANSPETRO;BERÇO AL 01;15;03:20;15;05:10;15;05:10;15;20:30;15;21:05;15;22:35
S002;323;19.0;88.8;5.0;0;0;0;14;08:30;0.08;0.0;1.17;1.25;SAIPEM;BERÇO SAIPEM 1;14;09:45;14;10:35;14;10:35;15;14:25;15;17:55;15;18:25
S002;325;37.0;254.87;10.25;0;0;0;14;02:00;0.08;0.0;1.17;1.25;SANTOSBR;BERÇO TECON 1.1;14;03:15;14;04:05;14;04:05;14;12:25;14;12:25;14;13:35
S002;326;18.0;85.34;4.55;0;0;0;14;17:55;0.08;0.0;0.5;0.58;SAIPEM;BERÇO SAIPEM 2;14;18:30;14;19:20;14;19:20;16;17:35;16;18:15;16;19:05
S002;327;32.0;204.85;7.3;0;0;0;14;07:52;0.0;0.0;0.0;0.0;CUTRALE;BERÇO CUTRALE;14;07:55;14;08:55;14;08:55;17;04:40;17;05:20;17;06:00
S002;328;25.0;156.53;8.15;0;0;0;14;21:00;0.08;0.0;0.0;0.08;ULTRACARGO;BERÇO AL 03;14;21:05;14;22:35;14;22:35;17;18:25;17;19:20;17;21:10
S002;329;30.0;179.9;9.8;0;0;0;14;15:00;20.33;0.0;0.0;20.33;USIMINAS;BERÇO USIMINAS 3;15;11:20;15;13:15;15;13:15;19;14:20;19;14:00;19;16:15
S002;330;43.0;254.96;8.7;0;0;0;15;08:00;112.67;0.0;0.17;112.83;ADM;BERÇO ARM 39;20;00:50;20;01:50;20;01:50;25;10:05;;;;;;
S002;331;32.0;183.06;6.5;0;0;0;15;09:00;6.75;25.5;0.0;32.25;ADONAI;BERÇO IB SP;16;17:15;16;18:35;16;18:35;17;23:10;18;03:10;18;04:50
S002;332;40.0;272.02;11.0;0;0;0;15;09:00;0.08;0.0;0.5;0.58;BTP;BERÇO BTP 1;15;09:35;15;11:00;15;11:00;16;04:20;16;04:20;16;06:05
S002;334;32.0;259.8;11.0;0;0;0;15;16:00;1.92;0.0;7.0;8.92;DPW;BERÇO DPW 2;16;00:55;16;02:10;16;02:10;16;11:10;16;11:25;16;13:00
S002;335;45.86;334.8;11.5;0;0;0;15;23:48;0.17;0.0;0.0;0.17;DPW;BERÇO DPW 1;16;00:00;16;01:35;16;01:35;16;21:55;16;22:00;16;23:15
S002;337;37.0;215.4;7.0;0;0;0;15;20:20;0.08;0.17;0.0;0.25;OUTROS_MACUCO;BERÇO ARM 35P1;15;20:35;15;21:40;15;21:40;28;20:20;;;;;;
S002;338;38.0;333.33;8.63;0;1;0;15;06:30;0.83;0.0;1.25;2.08;CONCAIS;BERÇO OUT 1;15;08:35;15;09:50;15;09:50;15;21:25;15;22:15;15;23:30
S002;339;28.0;186.36;9.9;0;0;0;15;05:36;0.02;0.0;0.15;0.17;SANTOSBR;BERÇO TECON 1.2;15;05:50;15;06:40;15;06:40;15;18:45;15;18:55;15;20:05
S002;340;31.0;225.16;9.5;0;0;0;15;05:23;0.0;0.0;0.0;0.0;SANTOSBR;BERÇO TECON 3;15;05:25;15;06:15;15;06:15;15;12:15;15;12:15;15;13:25
S002;341;38.0;227.95;11.7;0;0;0;15;19:50;0.08;0.0;0.25;0.33;SANTOSBR;BERÇO TECON 1.2;15;20:10;15;21:00;15;21:00;16;15:00;16;15:00;16;16:10
S002;342;48.0;333.2;11.5;1;0;0;15;20:00;0.08;0.0;4.33;4.42;SANTOSBR;BERÇO TECON 2;16;00:25;16;01:20;16;01:20;16;22:30;16;22:30;16;23:45
S002;343;32.0;228.99;7.1;0;0;0;15;11:00;133.5;0.0;0.58;134.08;TEG;BERÇO TEG;21;01:05;21;02:10;21;02:10;26;04:50;;;;;;
S002;345;32.0;229.0;7.21;0;0;0;15;08:00;0.08;0.0;0.92;1.0;TGG;BERÇO TGG;15;09:00;15;10:05;15;10:05;20;20:50;20;20:30;20;21:15
S002;348;32.0;199.98;6.75;0;0;0;15;01:00;0.08;0.0;3.08;3.17;TIPLAM;BERÇO TIPLAM 4;15;04:10;15;06:35;15;06:35;16;09:00;16;09:00;16;10:55
S002;349;24.0;144.09;8.0;0;0;0;16;02:15;0.08;0.0;0.0;0.08;AGEO_TERMINAIS;BERÇO IB OE;16;02:20;16;03:40;16;03:40;18;05:10;18;06:05;18;07:45
S002;350;40.0;277.32;13.9;0;0;0;16;18:30;5.0;17.92;7.0;29.92;BTP;BERÇO BTP 3;18;00:25;18;01:50;18;01:50;18;23:40;19;03:15;19;05:00
S002;351;38.0;227.95;11.4;0;0;0;16;18:13;1.88;3.2;3.08;8.17;BTP;BERÇO BTP 1;17;02:25;17;03:50;17;03:50;17;14:50;17;15:00;17;16:45
S002;352;36.0;236.32;9.0;0;0;0;16;12:32;1.5;0.25;0.0;1.75;BTP;BERÇO BTP 1;16;14:20;16;16:05;16;16:05;16;20:55;16;21:25;16;22:50
S002;353;48.0;299.9;13.1;1;0;0;16;16:36;79.33;0.0;7.17;86.5;DPW;BERÇO DPW 1;20;07:10;20;08:30;20;08:30;21;19:05;21;18:15;21;19:55
S002;354;48.0;330.0;14.5;1;0;0;16;10:48;14.17;0.0;2.25;16.42;DPW;BERÇO DPW 2;17;03:15;17;04:35;17;04:35;18;12:30;18;12:30;18;14:10
S002;355;32.0;201.8;10.6;0;0;0;16;17:30;101.58;1.0;10.0;112.58;DPW CELULOSE;BERÇO DPW 3;21;10:05;21;11:35;21;11:35;23;18:30;;;;;;
S002;356;32.0;201.8;9.7;0;0;0;16;18:00;0.08;0.0;0.08;0.17;OUTROS_MACUCO;BERÇO ARM 29;16;18:10;16;19:25;16;19:25;17;06:30;17;07:05;17;08:00
S002;357;50.0;305.0;8.5;1;1;0;16;05:42;0.92;0.0;0.0;0.92;CONCAIS;BERÇO 25 + FRIG;16;06:40;16;08:00;16;08:00;16;18:40;16;20:30;16;21:50
S002;358;52.0;331.43;8.7;1;1;0;16;06:18;0.42;0.0;0.5;0.92;CONCAIS;BERÇO OUT 1;16;07:15;16;08:35;16;08:35;16;18:55;16;21:05;16;22:25
S002;360;18.0;85.34;4.8;0;0;0;16;19:40;0.08;0.0;0.67;0.75;SAIPEM;BERÇO SAIPEM 2;16;20:25;16;21:15;16;21:15;17;01:20;17;01:20;17;01:50
S002;361;17.0;82.3;4.5;0;0;0;16;11:35;0.08;0.0;0.0;0.08;SAIPEM;BERÇO SAIPEM 3;16;11:40;16;12:30;16;12:30;21;14:35;21;14:20;21;14:50
S002;362;40.0;272.05;9.3;0;0;0;16;10:00;0.08;0.0;0.92;1.0;SANTOSBR;BERÇO TECON 3;16;11:00;16;12:10;16;12:10;17;06:45;17;07:35;17;08:25
S002;363;48.0;299.18;9.6;1;0;0;17;07:45;6.58;2.5;0.0;9.08;BTP;BERÇO BTP 1;17;16:50;17;18:40;17;18:40;18;18:40;18;19:50;18;21:20
S002;364;40.0;304.14;10.8;0;0;0;17;02:39;0.07;0.0;0.1;0.17;DPW;BERÇO DPW 1;17;02:50;17;04:05;17;04:05;17;14:30;17;14:45;17;16:20
S002;365;33.0;196.3;7.9;0;0;0;17;20:24;0.0;0.0;0.0;0.0;DPW CELULOSE;BERÇO DPW 4;17;20:25;17;21:55;17;21:55;21;21:00;21;20:00;21;21:10
S002;366;32.0;201.8;10.56;0;0;0;17;18:35;0.08;0.33;0.0;0.42;OUTROS_LIBRA;BERÇO ARM 34;17;19:00;17;20:10;17;20:10;19;01:05;19;02:50;19;03:40
S002;367;32.0;216.0;7.1;0;1;0;17;07:30;0.08;0.0;2.5;2.58;CONCAIS;BERÇO OUT 1;17;10:05;17;11:20;17;11:20;17;19:55;17;21:20;17;22:35
S002;368;44.0;289.59;8.3;0;1;0;17;06:30;0.83;0.0;1.75;2.58;CONCAIS;BERÇO ARM 25;17;09:05;17;10:20;17;10:20;17;21:00;17;21:55;17;23:10
S002;369;44.0;323.0;8.5;0;1;0;17;07:30;0.67;0.0;0.33;1.0;CONCAIS;BERÇO OUT 2;17;08:30;17;09:45;17;09:45;17;13:20;17;13:30;17;14:45
S002;370;44.0;323.0;8.5;0;1;0;17;12:05;5.67;0.0;0.83;6.5;CONCAIS;BERÇO OUT 2;17;18:35;17;19:50;17;19:50;18;01:25;18;03:10;18;04:25
S002;371;32.0;293.97;9.9;0;0;0;17;14:54;9.08;3.67;2.08;14.83;SANTOSBR;BERÇO TECON 2;18;05:45;18;06:35;18;06:35;18;16:20;18;16:20;18;17:30
S002;372;30.0;218.45;8.65;0;0;0;17;18:00;0.08;0.0;0.08;0.17;SANTOSBR;BERÇO TECON 1.1;17;18:10;17;19:00;17;19:00;18;14:10;18;14:35;18;15:45
S002;373;48.0;333.2;10.4;1;0;0;17;02:15;0.08;0.0;2.25;2.33;SANTOSBR;BERÇO TECON 2;17;04:35;17;05:30;17;05:30;18;06:00;18;06:00;18;07:15
S002;374;49.0;299.93;10.55;1;0;0;17;09:54;37.75;0.0;1.0;38.75;SANTOSBR;BERÇO TECON 3;19;00:40;19;01:35;19;01:35;19;08:15;19;08:15;19;09:30
S002;375;48.0;329.8;14.5;1;0;0;17;10:00;3.0;0.0;0.0;3.0;SANTOSBR;BERÇO TECON 3;17;13:00;17;13:55;17;13:55;18;11:15;18;11:15;18;12:30
S002;376;26.0;170.0;9.7;0;0;0;17;02:00;3.17;16.0;3.67;22.83;STOLTHAVEN;BERÇO AL 03;18;00:50;18;02:20;18;02:20;20;15:45;20;16:00;20;17:50
S002;377;32.0;179.9;8.3;0;0;1;17;22:00;0.08;0.0;3.75;3.83;TEV;BERÇO TEV;18;01:50;18;03:05;18;03:05;19;08:05;19;08:05;19;09:00
S002;378;32.0;199.98;8.99;0;0;0;17;02:30;0.08;0.0;2.67;2.75;TGRAO;BERÇO OUT 3;17;05:15;17;06:30;17;06:30;18;04:10;18;04:20;18;05:15
S002;380;25.0;156.53;8.5;0;0;0;17;08:15;0.08;0.0;1.33;1.42;ULTRACARGO;BERÇO AL 04;17;09:40;17;11:30;17;11:30;18;04:10;18;04:10;18;05:40
S002;381;32.0;199.98;6.79;0;0;0;17;17:00;0.08;0.0;0.67;0.75;TIPLAM;BERÇO TIPLAM 2;17;17:45;17;20:10;17;20:10;20;09:50;20;09:45;20;11:40
S002;383;30.0;208.85;11.3;0;0;0;18;16:04;0.07;1.43;0.0;1.5;DPW;BERÇO DPW 2;18;17:35;18;19:10;18;19:10;19;04:05;19;04:10;19;05:25
S002;384;36.0;210.0;7.6;0;0;0;18;19:36;0.02;0.0;2.15;2.17;DPW CELULOSE;BERÇO DPW 3;18;21:50;18;23:20;18;23:20;21;08:00;21;06:45;21;07:55
S002;385;32.0;190.0;6.3;0;0;0;18;17:58;0.0;0.0;0.0;0.0;OUTROS_PONTA;BERÇO ARM 38;18;18:00;18;19:00;18;19:00;22;13:00;;;;;;
S002;386;32.0;225.0;8.19;0;0;0;18;21:36;0.02;0.57;0.0;0.58;OUTROS_MACUCO;BERÇO ARM 35P2;18;22:15;18;23:25;18;23:25;26;17:50;;;;;;
S002;387;25.0;156.53;10.9;0;0;0;18;17:24;0.07;3.93;0.0;4.0;OUTROS_ALAMOA;BERÇO AL 04;18;21:25;18;22:55;18;22:55;20;03:25;20;08:45;20;10:35
S002;388;40.0;182.9;8.3;0;0;0;18;10:20;0.08;0.0;0.0;0.08;TRANSPETRO;BERÇO AL 02;18;10:25;18;12:15;18;12:15;19;17:10;19;16:55;19;18:25
S002;389;32.0;183.1;8.0;0;0;0;18;10:18;61.58;1.0;19.5;82.08;TRANSPETRO;BERÇO AL 02;21;20:25;21;22:15;21;22:15;22;23:25;;;;;;
