SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;OPERATION_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H
S012;141;32.0;190.0;11.71;0;0;0;1;17:00;0.0;0.0;0.17;0.17;0.0;0.0;0.0;5.083333333333333;1;18:10;2;03:35;BERÇO ARM 16/17;TGRAO;BERÇO OUT 2;1;17:10;1;18:25;1;18:25;1;23:30;1;23:30;2;00:25
S012;142;38.0;230.0;10.92;0;0;0;2;01:10;0.17;0.0;0.17;0.33;0.5;0.0;0.5;32.5;2;02:30;3;14:40;BERÇO ARM 39;ADM;BERÇO ARM 39;2;01:30;2;02:30;2;02:30;3;11:00;3;11:30;3;12:10
S012;143;23.0;164.34;8.0;0;0;0;2;03:00;0.0;0.0;0.25;0.25;0.0;0.17;0.17;27.166666666666668;2;04:40;3;13:30;BERÇO DOW;DOW;BERÇO DOW;2;03:15;2;03:55;2;03:55;3;07:05;3;07:15;3;08:15
S012;144;50.0;305.0;8.6;0;1;0;2;06:00;0.0;0.0;0.0;0.0;0.0;0.33;0.33;10.416666666666666;2;06:50;2;17:15;BERÇO ARM 31/32;CONCAIS;BERÇO ARM 31/32;2;06:00;2;07:10;2;07:10;2;17:35;2;17:55;2;19:05
S012;145;52.0;331.43;8.65;0;1;0;2;06:45;0.0;0.0;0.0;0.0;0.0;0.08;0.08;9.583333333333334;2;07:55;2;17:30;BERÇO OUT 1;CONCAIS;BERÇO OUT 1;2;06:45;2;08:00;2;08:00;2;17:35;2;17:40;2;18:35
S012;146;40.0;272.08;10.2;0;0;0;2;07:00;0.0;0.0;0.17;0.17;0.0;0.0;0.0;15.75;2;13:20;3;08:28;BERÇO TECON 2;SANTOSBR;BERÇO TECON 2;2;07:10;2;08:00;2;08:00;2;23:45;2;23:45;3;00:55
S012;147;51.0;336.0;14.3;0;0;0;2;09:48;14.0;0.17;1.92;16.08;0.0;0.0;0.0;24.833333333333332;4;15:15;5;17:40;BERÇO TECON 3;SANTOSBR;BERÇO TECON 2;3;01:55;3;02:45;3;02:45;4;03:35;4;03:35;4;04:45
S012;148;40.0;306.0;12.0;0;0;0;2;12:30;23.92;9.83;14.83;48.58;1.58;0.0;1.58;20.416666666666668;3;07:22;4;11:46;BERÇO DPW 2;DPW - CGC;BERÇO DPW 2;4;13:05;4;14:40;4;14:40;5;11:05;5;12:40;5;13:55
S012;149;36.0;199.99;9.85;0;0;0;2;14:15;0.67;0.0;0.0;0.67;0.0;0.17;0.17;25.75;2;14:35;3;18:40;BERÇO ARM 35P2;OUTROS_MACUCO;BERÇO ARM 35P2;2;14:55;2;16:05;2;16:05;3;17:50;3;18:00;3;18:50
S012;151;28.0;183.2;8.5;0;0;0;2;16:00;176.0;0.0;0.33;176.33;0.0;0.17;0.17;24.916666666666668;11;20:54;13;01:50;BERÇO AL 02;TRANSPETRO;BERÇO AL 02;10;00:20;10;02:10;10;02:10;11;03:05;11;03:15;11;04:45
S012;152;32.0;180.0;7.4;0;0;0;2;18:00;174.0;0.42;0.0;174.42;0.0;1.75;1.75;147.91666666666666;11;07:09;17;16:42;BERÇO ARM 34;OUTROS_LIBRA;BERÇO ARM 34;10;00:25;10;01:35;10;01:35;16;05:30;16;07:15;16;08:05
S012;153;37.0;228.41;7.42;0;0;0;2;18:24;53.58;0.0;0.0;53.58;0.0;1.08;1.08;72.91666666666667;6;19:57;10;00:12;BERÇO ARM 20/21;AUTORIDADE_OUT;BERÇO ARM 20/21;5;00:00;5;01:20;5;01:20;8;02:15;8;03:20;8;04:20
S012;154;48.0;333.17;11.4;0;0;0;2;19:30;0.0;0.0;0.0;0.0;16.58;0.33;16.92;24.083333333333332;2;20:15;3;23:20;BERÇO TECON 1.2;SANTOSBR;BERÇO TECON 1.2;2;19:30;2;20:20;2;20:20;3;20:25;4;13:20;4;14:30
S012;155;48.0;299.88;9.8;0;0;0;2;23:50;0.0;0.0;1.42;1.42;21.58;0.75;22.33;14.0;3;01:25;4;02:55;BERÇO BTP 2;BTP;BERÇO BTP 1;3;01:15;3;03:00;3;03:00;3;17:00;4;15:20;4;16:45
S012;156;48.0;330.03;14.0;0;0;0;3;05:48;0.0;0.0;0.0;0.0;0.0;0.08;0.08;23.25;3;12:26;4;14:48;BERÇO BTP 3;BTP;BERÇO BTP 2;3;05:50;3;07:15;3;07:15;4;06:30;4;06:35;4;08:20
S012;157;44.0;289.59;8.3;0;1;0;3;06:30;0.0;0.0;0.0;0.0;0.08;0.0;0.08;10.583333333333334;3;07:25;3;18:00;BERÇO ARM 25;CONCAIS;BERÇO 25 + FRIG;3;06:30;3;07:45;3;07:45;3;18:20;3;18:25;3;19:40
S012;158;32.0;190.0;6.06;0;0;0;3;07:30;16.5;0.0;0.25;16.75;0.0;1.17;1.17;31.083333333333332;5;07:30;6;19:20;BERÇO ARM 38;OUTROS_PONTA;BERÇO ARM 38;4;00:15;4;01:15;4;01:15;5;08:20;5;09:30;5;10:10
S012;159;44.0;323.0;8.65;0;1;0;3;07:30;0.0;0.0;0.83;0.83;0.08;0.0;0.08;9.5;3;08:15;3;17:45;BERÇO OUT 1;CONCAIS;BERÇO ARM 31/32;3;08:20;3;09:30;3;09:30;3;19:00;3;19:05;3;20:15
S012;160;30.0;218.45;7.6;0;0;0;3;09:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.583333333333332;3;17:00;4;14:25;BERÇO TECON 3;SANTOSBR;BERÇO TECON 1.1;3;09:00;3;09:50;3;09:50;4;05:25;4;05:25;4;06:35
S012;161;32.0;229.0;6.8;0;0;0;3;11:00;108.5;0.0;0.25;108.75;0.0;0.0;0.0;59.916666666666664;9;21:55;12;13:45;BERÇO ARM 19;TGRAO;BERÇO OUT 3;7;23:45;8;01:00;8;01:00;10;12:55;10;12:55;10;13:50
S012;162;45.0;299.9;14.5;0;0;0;3;13:00;0.0;0.58;0.0;0.58;0.0;0.08;0.08;23.333333333333332;3;13:55;4;17:00;BERÇO TECON 2;SANTOSBR;BERÇO TECON 3;3;13:35;3;14:25;3;14:25;4;13:45;4;13:50;4;15:00
S012;163;43.0;270.9;10.5;0;0;0;3;15:48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.666666666666664;4;14:49;6;02:51;BERÇO DPW 2;DPW - CGC;BERÇO DPW 1;3;15:50;3;17:05;3;17:05;5;03:45;5;03:45;5;05:20
