SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;NON_P_DOCKED_DURATION;P_DOCKED_DURATION;DOCKED_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;SIZE_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H;CARGO
11032026_CPLEX_2SemDragagem2030;4005;19.0;87.9;5.1;0;0;0;18;9:50;0.0;0.0;0.0;0.0;0.17;0.0;0.17;0.92;60.17;61.25;;;;;;SAIPEM;CGNC;HANDYSIZE;BERÇO SAIPEM 3;18;9:50;18;10:45;18;10:55;20;23:05;21.0;0:00;21.0;0:30;0
11032026_CPLEX_2SemDragagem2030;4006;23.0;155.0;0.0;0;0;0;19;6:15;0.0;1.08;0.0;1.08;2.67;14.75;17.42;1.11;45.88;64.42;;;;;;AGEO_TERMINAIS;GL;GPGENERALPURPOSE;BERÇO IB BC;19;7:20;19;9:05;19;9:26;21;7:20;22.0;1:30;22.0;2:50;18000
11032026_CPLEX_2SemDragagem2030;4007;23.0;135.0;7.75;0;0;0;19;2:08;7.67;47.08;0.0;54.75;1.75;1.08;2.83;1.95;20.71;25.5;;;;;;BTP;CGC;FEEDER/EARLY;BERÇO BTP 1;21;8:55;21;10:45;21;11:57;22;8:40;22.0;12:15;22.0;14:00;500
11032026_CPLEX_2SemDragagem2030;4008;23.0;245.0;11.75;0;0;0;19;4:13;23.75;27.83;0.0;51.58;0.0;2.67;2.67;2.32;14.7;19.75;;;;;;BTP;CGC;PANAMAX;BERÇO BTP 2;21;7:50;21;9:40;21;11:14;22;2:00;22.0;5:25;22.0;7:10;3000
11032026_CPLEX_2SemDragagem2030;4009;23.0;305.0;11.25;0;0;0;19;4:12;27.42;44.17;0.0;71.58;0.0;0.33;0.33;3.14;20.66;24.17;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 2;22;3:50;22;5:40;22;8:03;23;4:45;23.0;5:50;23.0;7:35;4000
11032026_CPLEX_2SemDragagem2030;4010;43.0;339.0;14.0;0;0;0;19;4:12;69.58;12.25;0.0;81.83;29.25;0.42;29.67;3.58;23.63;56.92;;;;;;BTP;CGC;POST-PANAMAXII;BERÇO BTP 3;22;14:05;22;15:55;22;18:44;23;18:25;25.0;0:50;25.0;2:35;6000
11032026_CPLEX_2SemDragagem2030;4014;38.0;250.0;0.0;0;0;0;19;7:19;4.08;28.25;0.0;32.33;3.5;0.0;3.5;2.75;75.79;82.08;;;;;;CUTRALE - GSA - E;GSA - E;POST-PANAMAX;BERÇO CUTRALE;20;15:40;20;16:45;20;18:45;23;22:35;24.0;2:50;24.0;3:30;85000
11032026_CPLEX_2SemDragagem2030;4015;23.0;185.0;9.25;0;0;0;19;5:12;18.75;6.0;0.0;24.75;0.17;2.17;2.33;2.84;13.38;18.58;;;;;;DPW - CGC;CGC;FULLYCELLULAR;BERÇO DPW 3;20;6:00;20;7:35;20;9:40;20;23:05;21.0;2:10;21.0;3:20;1000
11032026_CPLEX_2SemDragagem2030;4016;23.0;255.0;10.25;0;0;0;19;5:12;22.25;29.92;0.0;52.17;0.0;0.08;0.08;4.13;17.86;22.08;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 3;21;9:25;21;11:00;21;14:22;22;8:15;22.0;9:05;22.0;10:15;3000
11032026_CPLEX_2SemDragagem2030;4017;23.0;275.0;9.75;0;0;0;19;4:09;4.58;36.17;0.0;40.75;0.0;1.0;1.0;2.53;17.86;21.42;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 1;20;20:55;20;22:15;21;0:01;21;17:55;21.0;19:40;21.0;21:15;3000
11032026_CPLEX_2SemDragagem2030;4018;23.0;275.0;9.75;0;0;0;19;4:11;7.0;45.92;0.0;52.92;0.0;0.08;0.08;3.56;17.86;21.5;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 2;21;9:10;21;10:50;21;13:38;22;7:30;22.0;8:20;22.0;9:55;3000
11032026_CPLEX_2SemDragagem2030;4019;23.0;295.0;10.75;0;0;0;19;4:09;7.25;58.42;0.0;65.67;0.0;0.0;0.0;3.86;21.93;25.83;;;;;;DPW - CGC;CGC;POST-PANAMAXI;BERÇO DPW 1;21;21:50;21;23:10;22;2:16;23;0:15;23.0;1:00;23.0;2:35;4000
11032026_CPLEX_2SemDragagem2030;4020;36.0;225.0;0.0;0;0;0;19;6:12;16.92;0.0;104.92;121.83;0.0;0.0;0.0;2.61;36.9;39.58;;;;;;ELDORADO;CGNC;NAVIOCARGAGERAL;BERÇO ARM 31;24;8:05;24;9:20;24;11:11;26;0:10;26.0;0:55;26.0;1:45;55000
11032026_CPLEX_2SemDragagem2030;4023;23.0;265.0;10.25;0;0;0;19;6:17;102.92;55.75;0.0;158.67;0.0;0.0;0.0;5.8;15.61;21.42;;;;;;SANTOSBR;CGC;PANAMAX;BERÇO TECON 3;25;21:00;25;22:15;26;3:18;26;18:55;26.0;19:40;26.0;20:50;3000
11032026_CPLEX_2SemDragagem2030;4024;43.0;339.0;14.0;0;0;0;19;5:14;139.67;27.42;0.0;167.08;4.67;2.0;6.67;1.99;25.92;34.58;;;;;;SANTOSBR;CGC;POST-PANAMAXII;BERÇO TECON 2;26;4:20;26;5:35;26;6:49;27;8:45;27.0;16:10;27.0;17:20;6000
11032026_CPLEX_2SemDragagem2030;4027;23.0;195.0;8.75;0;0;1;19;6:17;1.33;14.92;0.0;16.25;0.67;1.83;2.5;2.43;20.97;25.92;;;;;;TEV;RORO;CARGARO-RO;BERÇO TEV;19;22:35;19;23:55;20;1:35;20;22:35;21.0;1:50;21.0;3:05;1500
11032026_CPLEX_2SemDragagem2030;4028;23.0;195.0;8.75;0;0;1;19;6:16;5.92;43.83;0.0;49.75;0.0;0.5;0.5;1.5;20.97;23.0;;;;;;TEV;RORO;CARGARO-RO;BERÇO TEV;21;8:05;21;9:25;21;10:10;22;7:10;22.0;8:25;22.0;9:40;1500
11032026_CPLEX_2SemDragagem2030;4031;23.0;185.0;0.0;0;0;0;19;6:12;8.0;41.33;0.0;49.33;0.0;0.08;0.08;1.76;29.94;31.83;;;;;;TRANSPETRO;GL;MRMEDIUMRANGE;BERÇO AL 01;21;7:35;21;9:30;21;10:30;22;16:30;22.0;17:20;22.0;18:50;35000
11032026_CPLEX_2SemDragagem2030;4032;23.0;155.0;8.75;0;0;0;19;8:18;3.17;18.25;0.0;21.42;0.0;0.0;0.0;0.75;41.58;42.33;;;;;;VOPAK;GL;GPGENERALPURPOSE;BERÇO AL 04;20;5:45;20;7:20;20;7:20;22;0:55;22.0;1:40;22.0;3:30;18000
11032026_CPLEX_2SemDragagem2030;4033;23.0;155.0;8.75;0;0;0;19;8:17;9.83;57.42;0.0;67.25;3.5;0.75;4.25;0.75;41.58;46.58;;;;;;VOPAK;GL;GPGENERALPURPOSE;BERÇO AL 04;22;3:35;22;5:10;22;5:10;23;22:45;24.0;3:45;24.0;5:35;18000
11032026_CPLEX_2SemDragagem2030;4034;23.0;175.0;9.25;0;0;0;19;8:17;6.67;38.83;0.0;45.5;3.75;0.0;3.75;0.75;62.88;67.42;;;;;;VOPAK;GL;MRMEDIUMRANGE;BERÇO AL 03;21;5:50;21;7:25;21;7:25;23;22:20;24.0;2:50;24.0;4:40;35000
11032026_CPLEX_2SemDragagem2030;4035;36.0;225.0;0.0;0;0;0;20;9:23;0.0;0.0;0.0;0.0;0.0;0.83;0.83;3.21;99.0;103.08;;;;;;ARAUCO;CGNC;NAVIOCARGAGERAL;BERÇO ARAUCO 3;20;9:25;20;11:35;20;14:02;24;17:05;24.0;18:40;24.0;20:40;55000
11032026_CPLEX_2SemDragagem2030;4036;36.0;225.0;0.0;0;0;0;20;8:18;0.0;2.08;0.0;2.08;0.0;0.0;0.0;3.59;99.66;103.25;;;;;;BRACELL;CGNC;NAVIOCARGAGERAL;BERÇO ARM 35P1;20;10:25;20;11:35;20;14:25;24;18:05;24.0;18:50;24.0;19:35;55000
11032026_CPLEX_2SemDragagem2030;4037;23.0;275.0;11.75;0;0;0;20;5:16;44.5;19.92;0.0;64.42;0.0;0.83;0.83;2.54;14.7;18.08;;;;;;BTP;CGC;PANAMAX;BERÇO BTP 1;22;21:45;22;23:35;23;1:22;23;16:05;23.0;17:40;23.0;19:25;3000
11032026_CPLEX_2SemDragagem2030;4041;23.0;215.0;9.75;0;0;0;20;9:25;43.33;31.5;0.0;74.83;0.0;0.08;0.08;2.13;13.38;15.67;;;;;;DPW - CGC;CGC;FULLYCELLULAR;BERÇO DPW 3;23;12:15;23;13:50;23;15:12;24;4:40;24.0;5:30;24.0;6:40;1000
11032026_CPLEX_2SemDragagem2030;4042;23.0;215.0;9.75;0;0;0;20;8:22;18.92;27.92;0.0;46.83;0.0;1.25;1.25;2.65;13.38;17.33;;;;;;DPW - CGC;CGC;FULLYCELLULAR;BERÇO DPW 2;22;7:15;22;8:55;22;10:49;23;0:15;23.0;2:15;23.0;3:50;1000
11032026_CPLEX_2SemDragagem2030;4043;23.0;265.0;10.75;0;0;0;20;9:25;42.58;41.17;0.0;83.75;0.0;0.0;0.0;3.61;17.86;21.5;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 1;23;21:10;23;22:30;24;1:21;24;19:15;24.0;20:00;24.0;21:35;3000
11032026_CPLEX_2SemDragagem2030;4044;23.0;265.0;10.75;0;0;0;20;9:25;41.25;21.33;0.0;62.58;0.0;0.17;0.17;2.78;17.86;20.83;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 1;23;0:00;23;1:20;23;3:21;23;21:15;23.0;22:10;23.0;23:45;3000
11032026_CPLEX_2SemDragagem2030;4045;23.0;255.0;10.75;0;0;0;20;8:23;18.75;31.17;0.0;49.92;0.0;3.0;3.0;1.92;17.86;22.83;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 3;22;10:20;22;11:55;22;13:05;23;7:00;23.0;10:45;23.0;11:55;3000
11032026_CPLEX_2SemDragagem2030;4046;23.0;305.0;11.75;0;0;0;20;9:25;62.58;4.67;0.0;67.25;0.58;3.08;3.67;1.77;21.93;27.42;;;;;;DPW - CGC;CGC;POST-PANAMAXI;BERÇO DPW 2;23;4:40;23;6:20;23;7:21;24;5:20;24.0;9:45;24.0;11:20;4000
11032026_CPLEX_2SemDragagem2030;4047;43.0;339.0;14.0;0;0;0;20;9:25;106.17;18.92;0.0;125.08;3.25;0.08;3.33;2.1;27.82;33.25;;;;;;DPW - CGC;CGC;POST-PANAMAXII;BERÇO DPW 1;25;14:30;25;15:50;25;17:11;26;21:00;27.0;1:05;27.0;2:40;6000
11032026_CPLEX_2SemDragagem2030;4048;36.0;225.0;0.0;0;0;0;20;8:19;0.0;1.58;0.0;1.58;0.0;0.0;0.0;6.66;64.0;70.67;;;;;;DPW - CGNC;CGNC;NAVIOCARGAGERAL;BERÇO DPW 4;20;9:55;20;11:30;20;17:24;23;9:25;23.0;10:10;23.0;11:20;55000
11032026_CPLEX_2SemDragagem2030;4049;36.0;225.0;0.0;0;0;0;20;8:21;22.67;0.0;120.5;143.17;0.0;0.17;0.17;4.01;36.9;41.08;;;;;;ELDORADO;CGNC;NAVIOCARGAGERAL;BERÇO ARM 31;26;7:35;26;8:50;26;12:05;28;1:00;28.0;1:55;28.0;2:45;55000
11032026_CPLEX_2SemDragagem2030;4053;23.0;215.0;9.25;0;0;0;20;7:20;92.58;4.5;0.83;97.92;0.0;3.92;3.92;3.04;16.8;23.75;;;;;;SANTOSBR;CGC;FULLYCELLULAR;BERÇO TECON 1.1;24;9:15;24;10:30;24;12:47;25;5:35;25.0;10:15;25.0;11:25;1000
11032026_CPLEX_2SemDragagem2030;4054;23.0;185.0;9.75;0;0;0;20;8:23;111.58;0.0;0.25;111.83;0.0;1.17;1.17;3.19;16.8;21.17;;;;;;SANTOSBR;CGC;FULLYCELLULAR;BERÇO TECON 1.2;25;0:15;25;1:30;25;3:56;25;20:45;25.0;22:40;25.0;23:50;1000
11032026_CPLEX_2SemDragagem2030;4055;23.0;275.0;10.25;0;0;0;20;7:20;101.92;53.25;0.0;155.17;0.0;4.92;4.92;2.15;15.61;22.75;;;;;;SANTOSBR;CGC;PANAMAX;BERÇO TECON 3;26;18:30;26;19:45;26;21:09;27;12:50;27.0;18:30;27.0;19:40;3000
11032026_CPLEX_2SemDragagem2030;4056;23.0;295.0;11.75;0;0;0;20;7:20;118.92;63.42;0.0;182.33;0.0;2.83;2.83;4.56;21.3;28.75;;;;;;SANTOSBR;CGC;POST-PANAMAXI;BERÇO TECON 2;27;21:40;27;22:55;28;2:43;29;0:05;29.0;3:40;29.0;4:50;4000
11032026_CPLEX_2SemDragagem2030;4060;23.0;195.0;8.75;0;0;1;20;8:26;5.92;44.17;0.0;50.08;0.0;4.5;4.5;5.41;20.97;30.92;;;;;;TEV;RORO;CARGARO-RO;BERÇO TEV;22;10:35;22;11:55;22;16:34;23;13:35;23.0;18:50;23.0;20:05;1500
11032026_CPLEX_2SemDragagem2030;4062;23.0;155.0;0.0;0;0;0;20;9:21;53.83;46.42;0.0;100.25;0.0;2.75;2.75;6.18;28.37;37.33;;;;;;TRANSPETRO;GL;GPGENERALPURPOSE;BERÇO AL 02;24;13:40;24;15:35;24;21:00;26;1:25;26.0;4:55;26.0;6:25;18000
11032026_CPLEX_2SemDragagem2030;4063;23.0;245.0;0.0;0;0;0;20;9:19;9.92;47.67;0.0;57.58;0.0;0.0;0.0;7.24;48.22;55.5;;;;;;TRANSPETRO;GL;LR1LONGRANGE1;BERÇO AL 01;22;18:55;22;20:50;23;3:19;25;3:35;25.0;4:20;25.0;5:50;60000
11032026_CPLEX_2SemDragagem2030;4064;23.0;185.0;0.0;0;0;0;20;9:20;9.92;50.25;0.0;60.17;2.75;2.5;5.25;1.32;29.94;36.58;;;;;;TRANSPETRO;GL;MRMEDIUMRANGE;BERÇO AL 02;22;21:30;22;23:25;22;23:59;24;6:00;24.0;12:00;24.0;13:30;35000
11032026_CPLEX_2SemDragagem2030;4065;23.0;295.0;0.0;0;0;0;20;9:19;0.0;0.33;0.0;0.33;0.0;12.92;12.92;0.75;53.08;66.75;;;;;;TRSP;GL;LNGCARRIER;BERÇO TRSP;20;9:40;20;11:35;20;11:35;22;16:40;23.0;6:20;23.0;7:50;76500
11032026_CPLEX_2SemDragagem2030;4066;23.0;165.0;8.25;0;0;0;21;10:26;0.0;0.0;0.0;0.0;1.08;0.17;1.25;1.09;45.88;48.25;;;;;;AGEO_TERMINAIS;GL;GPGENERALPURPOSE;BERÇO Ageo I;21;10:30;21;11:55;21;12:15;23;10:10;23.0;12:10;23.0;13:50;18000
11032026_CPLEX_2SemDragagem2030;4067;23.0;175.0;9.75;0;0;0;21;10:26;1.42;3.42;0.0;4.83;3.17;1.25;4.42;1.46;64.43;70.33;;;;;;AGEO_TERMINAIS;GL;MRMEDIUMRANGE;BERÇO IB SP;21;15:20;21;16:45;21;17:27;24;9:55;24.0;15:05;24.0;16:45;35000
11032026_CPLEX_2SemDragagem2030;4068;36.0;225.0;0.0;0;0;0;21;12:33;0.0;3.0;0.0;3.0;0.0;0.17;0.17;1.73;99.66;101.58;;;;;;BRACELL;CGNC;NAVIOCARGAGERAL;BERÇO ARM 35P2;21;15:35;21;16:50;21;17:48;25;21:30;25.0;22:25;25.0;23:15;55000
11032026_CPLEX_2SemDragagem2030;4069;23.0;295.0;12.75;0;0;0;21;9:28;32.08;22.5;0.0;54.58;0.67;0.58;1.25;2.71;20.66;24.67;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 1;23;16:05;23;17:55;23;19:52;24;16:35;24.0;18:35;24.0;20:20;4000
11032026_CPLEX_2SemDragagem2030;4070;23.0;305.0;12.25;0;0;0;21;8:24;27.17;16.83;0.0;44.0;0.0;0.0;0.0;1.61;20.66;22.33;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 2;23;4:25;23;6:15;23;7:06;24;3:50;24.0;4:35;24.0;6:20;4000
11032026_CPLEX_2SemDragagem2030;4075;23.0;225.0;0.0;0;0;0;21;13:42;9.58;58.25;0.0;67.83;0.0;1.58;1.58;4.94;54.03;60.58;;;;;;CUTRALE - GSA - E;GSA - E;PANAMAX;BERÇO CUTRALE;24;9:35;24;10:40;24;14:51;26;20:55;26.0;23:15;26.0;23:55;70000
11032026_CPLEX_2SemDragagem2030;4076;23.0;255.0;11.25;0;0;0;21;11:31;64.17;3.58;0.0;67.75;0.0;0.0;0.0;2.32;17.86;20.25;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 3;24;7:20;24;8:55;24;10:29;25;4:25;25.0;5:10;25.0;6:20;3000
11032026_CPLEX_2SemDragagem2030;4077;23.0;295.0;12.75;0;0;0;21;12:35;63.33;5.08;0.0;68.42;1.33;0.67;2.0;2.0;21.93;26.0;;;;;;DPW - CGC;CGC;POST-PANAMAXI;BERÇO DPW 2;24;9:00;24;10:40;24;11:55;25;9:55;25.0;12:40;25.0;14:15;4000
11032026_CPLEX_2SemDragagem2030;4081;23.0;255.0;11.25;0;0;0;21;11:30;90.75;59.42;0.0;150.17;0.0;0.0;0.0;4.5;15.61;20.17;;;;;;SANTOSBR;CGC;PANAMAX;BERÇO TECON 3;27;17:40;27;18:55;27;22:40;28;14:20;28.0;15:05;28.0;16:15;3000
11032026_CPLEX_2SemDragagem2030;4082;23.0;295.0;12.25;0;0;0;21;11:30;114.75;56.17;0.0;170.92;0.0;0.67;0.67;3.9;21.3;25.92;;;;;;SANTOSBR;CGC;POST-PANAMAXI;BERÇO TECON 3;28;14:25;28;15:40;28;18:49;29;16:10;29.0;17:35;29.0;18:45;4000
11032026_CPLEX_2SemDragagem2030;4083;23.0;185.0;9.75;0;0;0;21;9:27;13.25;56.08;0.0;69.33;0.0;1.5;1.5;5.86;59.07;66.5;;;;;;STOLTHAVEN;GL;MRMEDIUMRANGE;BERÇO AL 03;24;6:50;24;8:25;24;13:31;27;0:40;27.0;2:55;27.0;4:45;35000
11032026_CPLEX_2SemDragagem2030;4085;23.0;225.0;14.25;0;0;0;21;13:38;122.58;96.33;0.0;218.92;0.0;0.0;0.0;2.65;111.09;113.75;;;;;;TERMAG;GSM - I;PANAMAX;BERÇO TERMAG;30;16:35;30;17:25;30;19:19;35;10:25;;;;;70000
11032026_CPLEX_2SemDragagem2030;4086;23.0;165.0;9.75;0;0;0;21;9:24;2.0;10.17;0.0;12.17;1.17;0.75;1.92;4.65;18.55;25.17;;;;;;TIPLAM - GL;GL;GPGENERALPURPOSE;BERÇO TIPLAM 1;21;21:35;21;23:35;22;3:29;22;22:05;23.0;0:45;23.0;3:10;18000
11032026_CPLEX_2SemDragagem2030;4088;23.0;195.0;10.25;0;0;0;21;12:32;0.0;2.5;0.0;2.5;0.0;0.92;0.92;2.43;85.0;88.42;;;;;;TIPLAM - GSM - I;GSM - I;HANDYMAX;BERÇO TIPLAM 4;21;15:05;21;17:05;21;18:45;25;7:50;25.0;9:30;25.0;11:55;45000
11032026_CPLEX_2SemDragagem2030;4089;23.0;295.0;0.0;0;0;0;21;10:23;7.33;38.42;0.0;45.75;13.95;3.55;17.5;0.75;53.08;71.33;;;;;;TRSP;GL;LNGCARRIER;BERÇO TRSP;23;8:10;23;10:05;23;10:05;25;15:10;26.0;9:25;26.0;10:55;76500
11032026_CPLEX_2SemDragagem2030;4090;23.0;175.0;9.25;0;0;0;21;15:40;7.33;1.17;0.0;8.5;0.0;2.92;2.92;9.74;90.66;103.33;;;;;;USIMINAS;CGNC;HANDYSIZE;BERÇO USIMINAS 3;22;0:10;22;2:10;22;11:09;26;5:50;26.0;9:30;26.0;11:45;35000
11032026_CPLEX_2SemDragagem2030;4091;17.0;75.2;5.9;0;0;0;21;7:30;0.0;2.17;0.0;2.17;0.0;0.75;0.75;0.92;55.0;56.67;;;;;;SAIPEM;CGNC;HANDYSIZE;BERÇO SAIPEM 1;21;9:40;21;10:35;21;10:45;23;17:45;23.0;19:15;23.0;19:45;0
11032026_CPLEX_2SemDragagem2030;4092;33.0;177.9;8.2;0;0;0;21;20:00;0.0;2.33;0.0;2.33;0.0;0.0;0.0;0.92;36.83;37.75;;;;;;SAIPEM;CGNC;HANDYSIZE;BERÇO SAIPEM 2;21;22:20;21;23:15;21;23:25;23;12:15;23.0;13:00;23.0;13:30;0
11032026_CPLEX_2SemDragagem2030;4093;23.0;155.0;8.75;0;0;0;22;15:37;14.58;48.33;0.0;62.92;0.0;0.0;0.0;4.38;42.57;47.0;;;;;;STS;GL;GPGENERALPURPOSE;BERÇO AL 01;25;6:35;25;8:10;25;11:47;27;6:25;27.0;7:10;27.0;9:00;18000
11032026_CPLEX_2SemDragagem2030;4094;23.0;155.0;9.75;0;0;0;22;16:45;0.0;5.25;0.0;5.25;1.67;1.75;3.42;0.87;45.88;50.17;;;;;;AGEO_TERMINAIS;GL;GPGENERALPURPOSE;BERÇO IB BC;22;22:00;22;23:25;22;23:32;24;21:25;25.0;1:35;25.0;3:15;18000
11032026_CPLEX_2SemDragagem2030;4095;23.0;295.0;13.25;0;0;0;22;12:35;27.5;15.0;0.0;42.5;0.08;0.58;0.67;3.62;20.66;25.0;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 2;24;7:05;24;8:55;24;11:47;25;8:30;25.0;9:55;25.0;11:40;4000
11032026_CPLEX_2SemDragagem2030;4098;23.0;125.0;7.25;0;0;0;22;15:40;40.58;13.67;0.0;54.25;0.0;0.17;0.17;2.97;12.93;16.08;;;;;;DPW - CGC;CGC;FEEDER/EARLY;BERÇO DPW 1;24;21:55;24;23:15;25;1:28;25;14:25;25.0;15:20;25.0;16:55;500
11032026_CPLEX_2SemDragagem2030;4099;23.0;215.0;10.25;0;0;0;22;15:41;42.08;21.0;0.0;63.08;0.0;0.17;0.17;3.54;13.38;17.08;;;;;;DPW - CGC;CGC;FULLYCELLULAR;BERÇO DPW 3;25;6:50;25;8:25;25;11:12;26;0:35;26.0;1:30;26.0;2:40;1000
11032026_CPLEX_2SemDragagem2030;4100;23.0;265.0;11.75;0;0;0;22;16:44;56.92;10.33;0.0;67.25;1.42;0.0;1.42;3.01;17.86;22.33;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 2;25;12:00;25;13:40;25;15:55;26;9:50;26.0;12:00;26.0;13:35;3000
11032026_CPLEX_2SemDragagem2030;4101;36.0;225.0;0.0;0;0;0;22;17:45;3.17;17.0;0.0;20.17;1.17;0.83;2.0;2.43;64.0;68.5;;;;;;DPW - CGNC;CGNC;NAVIOCARGAGERAL;BERÇO DPW 4;23;13:55;23;15:30;23;17:10;26;9:15;26.0;12:00;26.0;13:10;55000
11032026_CPLEX_2SemDragagem2030;4106;23.0;215.0;10.25;0;0;0;22;16:43;79.25;7.5;1.25;88.0;1.17;11.67;12.83;3.72;16.8;33.42;;;;;;SANTOSBR;CGC;FULLYCELLULAR;BERÇO TECON 1.1;26;8:45;26;10:00;26;12:58;27;5:50;27.0;19:25;27.0;20:35;1000
11032026_CPLEX_2SemDragagem2030;4107;43.0;339.0;14.0;0;0;0;22;16:43;130.83;23.5;0.0;154.33;7.0;0.67;7.67;3.06;25.92;36.67;;;;;;SANTOSBR;CGC;POST-PANAMAXII;BERÇO TECON 2;29;3:05;29;4:20;29;6:38;30;8:35;30.0;17:00;30.0;18:10;6000
11032026_CPLEX_2SemDragagem2030;4108;23.0;225.0;0.0;0;0;0;22;15:39;32.83;41.58;0.0;74.42;0.0;0.92;0.92;1.55;78.07;80.58;;;;;;TEG;GSA - E;PANAMAX;BERÇO TEG;25;18:05;25;19:15;25;20:03;29;2:10;29.0;3:50;29.0;4:35;70000
11032026_CPLEX_2SemDragagem2030;4110;23.0;195.0;9.25;0;0;1;22;15:43;2.67;25.83;0.0;28.5;0.0;2.0;2.0;18.82;20.97;41.83;;;;;;TEV;RORO;CARGARO-RO;BERÇO TEV;23;20:15;23;21:35;24;15:39;25;12:40;25.0;15:25;25.0;16:40;1500
11032026_CPLEX_2SemDragagem2030;4114;23.0;225.0;11.25;0;0;0;22;15:44;2.5;13.67;0.0;16.17;1.5;1.83;3.33;3.58;104.45;111.42;;;;;;TIPLAM - GSM - I;GSM - I;PANAMAX;BERÇO TIPLAM 1;23;7:55;23;10:25;23;13:14;27;21:45;28.0;1:50;28.0;3:45;70000
11032026_CPLEX_2SemDragagem2030;4115;23.0;185.0;10.25;0;0;0;22;15:42;17.75;69.0;0.0;86.75;0.25;0.33;0.58;0.75;62.88;64.25;;;;;;VOPAK;GL;MRMEDIUMRANGE;BERÇO AL 02;26;6:30;26;8:05;26;8:05;28;23:00;29.0;0:20;29.0;2:10;35000
11032026_CPLEX_2SemDragagem2030;4116;36.0;225.0;0.0;0;0;0;23;14:43;0.0;0.33;0.0;0.33;1.75;9.67;11.42;4.31;99.0;114.75;;;;;;ARAUCO;CGNC;NAVIOCARGAGERAL;BERÇO ARAUCO 1;23;15:05;23;17:15;23;20:48;27;23:50;28.0;12:00;28.0;13:45;55000
11032026_CPLEX_2SemDragagem2030;4117;23.0;185.0;11.25;0;0;0;23;19:52;0.0;1.0;0.0;1.0;1.67;9.17;10.83;1.19;64.43;76.5;;;;;;AGEO_TERMINAIS;GL;MRMEDIUMRANGE;BERÇO Ageo I;23;20:55;23;22:20;23;22:46;26;15:15;27.0;2:50;27.0;4:30;35000
11032026_CPLEX_2SemDragagem2030;4118;23.0;245.0;13.75;0;0;0;23;17:48;21.42;8.75;0.0;30.17;0.0;0.0;0.0;2.32;14.7;17.08;;;;;;BTP;CGC;PANAMAX;BERÇO BTP 3;25;0:00;25;1:50;25;3:24;25;18:10;25.0;18:55;25.0;20:40;3000
11032026_CPLEX_2SemDragagem2030;4119;23.0;295.0;14.25;0;0;0;23;18:51;33.83;12.58;0.0;46.42;0.5;0.5;1.0;2.5;20.66;24.17;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 3;25;17:20;25;19:10;25;20:55;26;17:35;26.0;19:20;26.0;21:05;4000
11032026_CPLEX_2SemDragagem2030;4120;23.0;305.0;13.75;0;0;0;23;16:47;18.92;5.67;0.0;24.58;4.75;0.0;4.75;4.55;20.66;30.0;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 1;24;17:25;24;19:15;24;23:03;25;19:45;26.0;1:15;26.0;3:00;4000
11032026_CPLEX_2SemDragagem2030;4125;23.0;305.0;13.75;0;0;0;23;18:50;47.67;23.58;0.0;71.25;4.92;0.0;4.92;3.07;21.93;29.92;;;;;;DPW - CGC;CGC;POST-PANAMAXI;BERÇO DPW 2;26;18:05;26;19:45;26;22:04;27;20:00;28.0;1:40;28.0;3:15;4000
11032026_CPLEX_2SemDragagem2030;4129;23.0;255.0;12.25;0;0;0;23;17:47;84.42;58.75;0.0;143.17;0.25;0.17;0.42;1.83;15.61;17.92;;;;;;SANTOSBR;CGC;PANAMAX;BERÇO TECON 3;29;17:00;29;18:15;29;19:19;30;11:00;30.0;12:10;30.0;13:20;3000
