SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;NON_P_DOCKED_DURATION;P_DOCKED_DURATION;DOCKED_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;SIZE_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H;CARGO
11032026_CPLEX_2SemDragagem2030;4130;23.0;155.0;9.25;0;0;0;23;17:52;17.75;67.42;0.0;85.17;0.0;0.08;0.08;4.04;29.82;34.0;;;;;;STOLTHAVEN;GL;GPGENERALPURPOSE;BERÇO AL 03;27;7:05;27;8:40;27;11:57;28;17:50;28.0;18:40;28.0;20:30;18000
11032026_CPLEX_2SemDragagem2030;4131;23.0;225.0;0.0;0;0;0;23;16:42;46.75;85.75;0.0;132.5;0.0;0.0;0.0;2.79;78.07;80.92;;;;;;TEG;GSA - E;PANAMAX;BERÇO TEG;29;5:15;29;6:25;29;8:27;32;14:35;;;;;70000
11032026_CPLEX_2SemDragagem2030;4133;23.0;225.0;0.0;0;0;0;23;15:46;87.17;75.5;0.0;162.67;0.0;0.0;0.0;1.86;39.92;41.83;;;;;;TGG;GSA - E;PANAMAX;BERÇO TGG;30;10:30;30;11:40;30;12:46;32;4:45;;;;;70000
11032026_CPLEX_2SemDragagem2030;4135;23.0;225.0;13.25;0;0;0;23;17:49;14.25;36.58;0.08;50.92;0.08;0.0;0.08;4.65;104.45;109.25;;;;;;TIPLAM - GSM - I;GSM - I;PANAMAX;BERÇO TIPLAM 4;25;20:45;25;22:45;26;2:39;30;11:10;30.0;12:00;30.0;14:25;70000
11032026_CPLEX_2SemDragagem2030;4136;23.0;185.0;0.0;0;0;0;23;18:47;27.42;98.0;0.08;125.5;1.5;0.75;2.25;2.12;29.94;34.33;;;;;;TRANSPETRO;GL;MRMEDIUMRANGE;BERÇO AL 01;29;0:20;29;2:15;29;3:37;30;9:35;30.0;12:35;30.0;14:05;35000
11032026_CPLEX_2SemDragagem2030;4138;36.0;225.0;0.0;0;0;0;24;21:30;0.0;0.17;0.0;0.17;1.0;0.08;1.08;8.17;99.0;108.25;;;;;;ARAUCO;CGNC;NAVIOCARGAGERAL;BERÇO ARAUCO 2;24;21:40;24;23:50;25;7:15;29;10:15;29.0;12:05;29.0;13:50;55000
11032026_CPLEX_2SemDragagem2030;4139;23.0;245.0;14.25;0;0;0;24;20:56;14.5;15.58;0.0;30.08;3.25;2.83;6.08;2.09;14.7;22.92;;;;;;BTP;CGC;PANAMAX;BERÇO BTP 1;26;3:05;26;4:55;26;6:15;26;21:00;27.0;3:50;27.0;5:35;3000
11032026_CPLEX_2SemDragagem2030;4140;23.0;295.0;14.25;0;0;0;24;22:59;27.25;15.58;0.0;42.83;0.08;0.0;0.08;2.89;20.66;23.67;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 3;26;17:50;26;19:40;26;21:48;27;18:30;27.0;19:20;27.0;21:05;4000
11032026_CPLEX_2SemDragagem2030;4144;23.0;135.0;7.25;0;0;0;24;22:58;49.0;0.0;0.33;49.33;0.58;0.0;0.58;2.73;7.08;10.42;;;;;;SANTOSBR;CGC;FEEDER/EARLY;BERÇO TECON 1.2;27;0:20;27;1:35;27;3:33;27;10:40;27.0;12:00;27.0;13:10;500
11032026_CPLEX_2SemDragagem2030;4145;23.0;275.0;13.25;0;0;0;24;22:58;79.25;63.0;0.0;142.25;0.0;0.0;0.0;3.39;15.61;19.0;;;;;;SANTOSBR;CGC;PANAMAX;BERÇO TECON 3;30;21:15;30;22:30;31;1:08;31;16:45;;;;;3000
11032026_CPLEX_2SemDragagem2030;4146;23.0;295.0;13.75;0;0;0;24;22:58;111.67;25.67;0.0;137.33;0.0;0.0;0.0;6.15;21.3;27.5;;;;;;SANTOSBR;CGC;POST-PANAMAXI;BERÇO TECON 2;30;16:20;30;17:35;30;22:59;31;20:20;;;;;4000
11032026_CPLEX_2SemDragagem2030;4152;23.0;195.0;12.25;0;0;0;24;23:31;15.42;61.42;0.08;76.92;0.0;0.0;0.0;3.39;85.0;88.42;;;;;;TIPLAM - GSM - I;GSM - I;HANDYMAX;BERÇO TIPLAM 1;28;4:30;28;7:00;28;9:38;31;22:40;;;;;45000
11032026_CPLEX_2SemDragagem2030;4153;23.0;185.0;11.25;0;0;0;24;22:58;13.67;85.58;0.08;99.33;0.0;2.83;2.83;5.38;29.94;38.17;;;;;;TRANSPETRO;GL;MRMEDIUMRANGE;BERÇO AL 02;29;2:20;29;3:55;29;8:32;30;14:30;30.0;18:05;30.0;19:55;35000
11032026_CPLEX_2SemDragagem2030;4156;18.0;85.34;4.3;0;0;0;24;20:50;0.0;1.58;0.0;1.58;0.0;0.0;0.0;0.83;4.83;5.67;;;;;;SAIPEM;CGNC;HANDYSIZE;BERÇO SAIPEM 1;24;22:25;24;23:20;24;23:24;25;4:15;25.0;5:00;25.0;5:30;0
11032026_CPLEX_2SemDragagem2030;4157;23.0;225.0;0.0;0;0;0;25;5:08;1.25;0.67;0.0;1.92;0.0;0.0;0.0;4.4;51.12;55.58;;;;;;ADM;GSA - E;PANAMAX;BERÇO ARM 39;25;7:05;25;8:10;25;11:49;27;15:00;27.0;15:45;27.0;16:25;70000
11032026_CPLEX_2SemDragagem2030;4158;23.0;185.0;8.75;0;0;0;25;1:02;26.58;30.25;0.0;56.83;0.0;3.33;3.33;2.76;13.85;20.0;;;;;;BTP;CGC;FULLYCELLULAR;BERÇO BTP 1;27;9:55;27;11:45;27;13:45;28;3:40;28.0;7:45;28.0;9:30;1000
11032026_CPLEX_2SemDragagem2030;4159;23.0;295.0;9.75;0;0;0;25;1:02;24.75;20.25;0.0;45.0;0.0;1.33;1.33;3.8;20.66;25.83;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 2;26;22:05;26;23:55;27;2:58;27;23:40;28.0;1:45;28.0;3:30;4000
11032026_CPLEX_2SemDragagem2030;4160;23.0;305.0;9.25;0;0;0;25;0:00;0.0;8.25;0.0;8.25;1.75;4.17;5.92;3.08;20.66;29.67;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 2;25;8:15;25;10:05;25;12:24;26;9:05;26.0;15:45;26.0;17:30;4000
11032026_CPLEX_2SemDragagem2030;4168;23.0;165.0;7.75;0;0;0;25;5:09;0.0;2.58;0.0;2.58;0.0;0.0;0.0;3.71;12.03;15.75;;;;;;DOW;GL;GPGENERALPURPOSE;BERÇO DOW;25;7:45;25;8:30;25;11:27;25;23:30;26.0;0:15;26.0;1:15;18000
11032026_CPLEX_2SemDragagem2030;4169;23.0;255.0;9.25;0;0;0;25;1:02;3.17;23.33;0.0;26.5;0.0;0.92;0.92;4.18;17.86;23.0;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 3;26;3:35;26;5:10;26;8:35;27;2:30;27.0;4:10;27.0;5:20;3000
11032026_CPLEX_2SemDragagem2030;4171;23.0;155.0;0.0;0;0;0;25;2:06;0.0;1.83;0.0;1.83;0.0;2.17;2.17;1.87;30.25;34.33;;;;;;GRANEL;GL;GPGENERALPURPOSE;BERÇO AL 04;25;4:00;25;5:55;25;7:02;26;13:20;26.0;16:15;26.0;17:45;18000
11032026_CPLEX_2SemDragagem2030;4173;36.0;225.0;0.0;0;0;0;25;10:19;7.5;59.67;0.0;67.17;0.0;0.0;0.0;9.35;200.0;209.42;;;;;;NST - CGNC;CGNC;NAVIOCARGAGERAL;BERÇO ARM 31;28;5:30;28;6:45;28;15:21;36;23:25;;;;;55000
11032026_CPLEX_2SemDragagem2030;4174;23.0;185.0;8.75;0;0;0;25;2:05;117.92;8.75;1.25;127.92;0.0;0.0;0.0;1.69;16.8;18.5;;;;;;SANTOSBR;CGC;FULLYCELLULAR;BERÇO TECON 1.1;30;10:00;30;11:15;30;12:11;31;5:00;;;;;1000
11032026_CPLEX_2SemDragagem2030;4181;23.0;195.0;8.25;0;0;1;25;2:08;1.33;14.08;0.0;15.42;0.0;0.17;0.17;4.38;20.97;25.58;;;;;;TEV;RORO;CARGARO-RO;BERÇO TEV;25;17:35;25;18:55;25;22:32;26;19:35;26.0;20:30;26.0;21:45;1500
11032026_CPLEX_2SemDragagem2030;4184;23.0;185.0;7.25;0;0;0;25;0:01;22.0;113.0;0.08;135.08;0.0;0.0;0.0;3.46;85.0;88.5;;;;;;TIPLAM - GSM - I;GSM - I;HANDYMAX;BERÇO TIPLAM 4;30;15:10;30;17:10;30;19:52;34;8:55;;;;;45000
11032026_CPLEX_2SemDragagem2030;4185;23.0;185.0;0.0;0;0;0;25;3:07;7.67;46.83;0.0;54.5;0.0;0.0;0.0;3.86;29.94;33.83;;;;;;TRANSPETRO;GL;MRMEDIUMRANGE;BERÇO AL 01;27;9:40;27;11:35;27;14:41;28;20:40;28.0;21:25;28.0;22:55;35000
11032026_CPLEX_2SemDragagem2030;4187;18.0;76.0;5.0;0;0;0;25;10:00;0.0;0.0;0.0;0.0;0.83;0.25;1.08;0.83;11.17;13.08;;;;;;SAIPEM;CGNC;HANDYSIZE;BERÇO SAIPEM 1;25;10:00;25;10:55;25;10:59;25;22:10;26.0;0:00;26.0;0:50;0
11032026_CPLEX_2SemDragagem2030;4188;23.0;155.0;0.0;0;0;0;26;3:08;0.0;0.17;0.0;0.17;0.0;3.75;3.75;1.75;45.88;51.42;;;;;;AGEO_TERMINAIS;GL;GPGENERALPURPOSE;BERÇO IB BC;26;3:20;26;5:05;26;6:05;28;4:00;28.0;8:30;28.0;9:50;18000
11032026_CPLEX_2SemDragagem2030;4189;23.0;215.0;8.75;0;0;0;26;2:08;5.5;37.75;0.0;43.25;0.0;0.42;0.42;3.8;13.85;18.08;;;;;;BTP;CGC;FULLYCELLULAR;BERÇO BTP 3;27;21:25;27;23:15;28;2:18;28;16:10;28.0;17:20;28.0;19:05;1000
11032026_CPLEX_2SemDragagem2030;4190;23.0;275.0;11.25;0;0;0;26;4:12;23.42;20.5;0.0;43.92;0.67;0.17;0.83;6.63;14.7;22.17;;;;;;BTP;CGC;PANAMAX;BERÇO BTP 2;28;0:10;28;2:00;28;7:52;28;22:35;29.0;0:10;29.0;1:55;3000
11032026_CPLEX_2SemDragagem2030;4191;23.0;325.0;10.75;0;0;0;26;3:10;28.08;33.25;0.0;61.33;0.0;0.0;0.0;2.74;20.66;23.42;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 3;28;16:30;28;18:20;28;20:19;29;17:00;29.0;17:45;29.0;19:30;4000
11032026_CPLEX_2SemDragagem2030;4195;23.0;225.0;0.0;0;0;0;26;8:15;6.5;67.67;0.0;74.17;0.0;0.0;0.0;4.53;162.93;167.5;;;;;;CUTRALE - GL;GL;LR1LONGRANGE1;BERÇO CUTRALE;29;10:25;29;11:30;29;15:16;36;10:15;;;;;60000
11032026_CPLEX_2SemDragagem2030;4196;23.0;225.0;0.0;0;0;0;26;7:19;2.17;15.08;0.0;17.25;0.0;1.0;1.0;0.97;54.03;56.0;;;;;;CUTRALE - GSA - E;GSA - E;PANAMAX;BERÇO CUTRALE;27;0:35;27;1:40;27;1:53;29;7:55;29.0;9:40;29.0;10:20;70000
11032026_CPLEX_2SemDragagem2030;4197;23.0;185.0;8.75;0;0;0;26;4:09;3.17;22.92;0.0;26.08;0.75;0.83;1.58;2.04;13.38;17.0;;;;;;DPW - CGC;CGC;FULLYCELLULAR;BERÇO DPW 3;27;6:15;27;7:50;27;9:07;27;22:30;28.0;0:50;28.0;2:00;1000
11032026_CPLEX_2SemDragagem2030;4198;23.0;275.0;9.75;0;0;0;26;4:09;6.67;37.58;0.0;44.25;0.83;5.83;6.67;3.15;17.86;27.75;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 2;28;0:25;28;2:05;28;4:29;28;22:25;29.0;5:50;29.0;7:25;3000
11032026_CPLEX_2SemDragagem2030;4199;23.0;275.0;9.75;0;0;0;26;5:11;21.42;31.67;0.0;53.08;1.58;2.58;4.17;2.3;17.86;24.33;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 1;28;10:20;28;11:40;28;13:13;29;7:05;29.0;12:00;29.0;13:35;3000
11032026_CPLEX_2SemDragagem2030;4200;23.0;295.0;10.75;0;0;0;26;4:11;2.67;17.17;0.0;19.83;0.0;4.58;4.58;3.74;21.93;30.25;;;;;;DPW - CGC;CGC;POST-PANAMAXI;BERÇO DPW 1;27;0:05;27;1:25;27;4:24;28;2:20;28.0;7:40;28.0;9:15;4000
11032026_CPLEX_2SemDragagem2030;4201;43.0;339.0;14.0;0;0;0;26;4:11;47.33;25.42;0.0;72.75;2.83;0.75;3.58;2.98;27.82;34.42;;;;;;DPW - CGC;CGC;POST-PANAMAXII;BERÇO DPW 2;29;5:00;29;6:40;29;8:53;30;12:45;30.0;17:05;30.0;18:40;6000
11032026_CPLEX_2SemDragagem2030;4206;23.0;155.0;0.0;0;0;0;26;3:11;9.58;56.5;0.0;66.08;0.0;0.0;0.0;20.1;29.82;49.92;;;;;;STOLTHAVEN;GL;GPGENERALPURPOSE;BERÇO AL 03;28;21:20;28;23:15;29;18:36;31;0:25;;;;;18000
11032026_CPLEX_2SemDragagem2030;4209;23.0;195.0;8.75;0;0;1;26;6:18;5.33;41.58;0.0;46.92;0.0;1.33;1.33;0.97;20.97;23.33;;;;;;TEV;RORO;CARGARO-RO;BERÇO TEV;28;5:15;28;6:35;28;6:48;29;3:50;29.0;5:55;29.0;7:10;1500
11032026_CPLEX_2SemDragagem2030;4210;23.0;215.0;8.25;0;0;1;26;5:13;1.33;16.0;0.0;17.33;0.0;0.58;0.58;6.38;20.25;27.25;;;;;;TEV;RORO;PCTCPADRAO;BERÇO TEV;26;22:35;26;23:55;27;5:32;28;1:50;28.0;3:10;28.0;4:25;3000
11032026_CPLEX_2SemDragagem2030;4211;23.0;225.0;0.0;0;0;0;26;3:10;2.17;3.17;0.0;5.33;0.92;9.58;10.5;1.92;61.75;74.17;;;;;;TGRAO;GSA - E;PANAMAX;BERÇO OUT 2;26;8:30;26;9:50;26;11:00;29;0:45;29.0;12:00;29.0;12:55;70000
11032026_CPLEX_2SemDragagem2030;4213;23.0;185.0;0.0;0;0;0;26;6:13;17.25;92.42;0.08;109.75;0.0;0.0;0.0;2.67;29.94;32.67;;;;;;TRANSPETRO;GL;MRMEDIUMRANGE;BERÇO AL 02;30;20:00;30;21:55;30;23:50;32;5:50;;;;;35000
11032026_CPLEX_2SemDragagem2030;4214;23.0;155.0;8.75;0;0;0;26;7:17;1.58;12.92;0.0;14.5;0.0;0.17;0.17;0.75;41.58;42.5;;;;;;VOPAK;GL;GPGENERALPURPOSE;BERÇO AL 04;26;21:50;26;23:25;26;23:25;28;17:00;28.0;17:55;28.0;19:45;18000
11032026_CPLEX_2SemDragagem2030;4215;23.0;175.0;9.25;0;0;0;26;7:17;7.92;53.75;0.0;61.67;0.0;0.0;0.0;0.75;62.88;63.67;;;;;;VOPAK;GL;MRMEDIUMRANGE;BERÇO AL 04;28;21:00;28;22:35;28;22:35;31;13:30;;;;;35000
11032026_CPLEX_2SemDragagem2030;4217;19.0;87.9;5.2;0;0;0;26;8:50;0.0;0.17;0.0;0.17;0.0;0.08;0.08;0.92;12.17;13.17;;;;;;SAIPEM;CGNC;HANDYSIZE;BERÇO SAIPEM 1;26;9:00;26;9:55;26;10:05;26;22:15;26.0;23:05;26.0;23:35;0
11032026_CPLEX_2SemDragagem2030;4218;36.0;225.0;0.0;0;0;0;27;10:26;1.5;2.42;0.0;3.92;0.0;0.0;0.0;2.42;99.0;101.42;;;;;;ARAUCO;CGNC;NAVIOCARGAGERAL;BERÇO ARAUCO 3;27;14:25;27;16:35;27;18:15;31;21:15;;;;;55000
11032026_CPLEX_2SemDragagem2030;4219;36.0;225.0;0.0;0;0;0;27;9:22;0.0;1.25;0.0;1.25;0.0;0.0;0.0;3.37;99.66;103.08;;;;;;BRACELL;CGNC;NAVIOCARGAGERAL;BERÇO ARM 35P2;27;10:40;27;11:55;27;14:32;31;18:15;;;;;55000
11032026_CPLEX_2SemDragagem2030;4220;43.0;339.0;14.0;0;0;0;27;5:16;26.58;18.67;0.0;45.25;8.5;1.83;10.33;2.77;23.63;36.75;;;;;;BTP;CGC;POST-PANAMAXII;BERÇO BTP 2;29;2:35;29;4:25;29;6:26;30;6:05;30.0;17:10;30.0;18:55;6000
11032026_CPLEX_2SemDragagem2030;4225;23.0;215.0;9.75;0;0;0;27;10:27;37.5;2.83;0.0;40.33;0.0;0.25;0.25;2.07;13.38;15.75;;;;;;DPW - CGC;CGC;FULLYCELLULAR;BERÇO DPW 3;29;2:50;29;4:25;29;5:44;29;19:10;29.0;20:10;29.0;21:20;1000
11032026_CPLEX_2SemDragagem2030;4226;23.0;265.0;10.75;0;0;0;27;10:26;41.5;40.5;0.0;82.0;0.0;0.0;0.0;2.52;17.86;20.42;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 1;30;20:30;30;21:50;30;23:36;31;17:30;;;;;3000
11032026_CPLEX_2SemDragagem2030;4227;23.0;265.0;10.75;0;0;0;27;9:25;18.58;35.83;0.0;54.42;0.0;0.25;0.25;2.15;17.86;20.33;;;;;;DPW - CGC;CGC;PANAMAX;BERÇO DPW 1;29;15:50;29;17:10;29;18:34;30;12:30;30.0;13:30;30.0;15:05;3000
11032026_CPLEX_2SemDragagem2030;4229;23.0;305.0;11.75;0;0;0;27;9:25;22.92;55.33;0.0;78.25;0.0;0.0;0.0;2.55;21.93;24.5;;;;;;DPW - CGC;CGC;POST-PANAMAXI;BERÇO DPW 2;30;15:40;30;17:20;30;19:08;31;17:05;;;;;4000
11032026_CPLEX_2SemDragagem2030;4231;36.0;225.0;0.0;0;0;0;27;8:21;0.0;1.75;0.0;1.75;1.17;5.58;6.75;3.05;64.0;73.83;;;;;;DPW - CGNC;CGNC;NAVIOCARGAGERAL;BERÇO DPW 4;27;10:10;27;11:45;27;14:03;30;6:05;30.0;13:35;30.0;14:45;55000
11032026_CPLEX_2SemDragagem2030;4243;23.0;195.0;8.75;0;0;1;27;9:27;5.33;41.25;0.0;46.58;1.08;0.33;1.42;4.49;20.97;26.92;;;;;;TEV;RORO;CARGARO-RO;BERÇO TEV;29;8:05;29;9:25;29;13:09;30;10:10;30.0;12:20;30.0;13:35;1500
11032026_CPLEX_2SemDragagem2030;4246;23.0;185.0;0.0;0;0;0;27;9:19;24.25;53.75;0.08;78.08;0.0;0.0;0.0;1.11;29.94;31.08;;;;;;TRANSPETRO;GL;MRMEDIUMRANGE;BERÇO AL 01;30;15:25;30;17:20;30;17:41;31;23:40;;;;;35000
11032026_CPLEX_2SemDragagem2030;4250;36.0;225.0;0.0;0;0;0;28;12:33;0.0;1.58;0.0;1.58;0.0;0.0;0.0;3.82;99.0;102.83;;;;;;ARAUCO;CGNC;NAVIOCARGAGERAL;BERÇO ARAUCO 1;28;14:10;28;16:20;28;19:24;32;22:25;;;;;55000
11032026_CPLEX_2SemDragagem2030;4251;23.0;175.0;9.75;0;0;0;28;10:26;1.42;10.25;0.0;11.67;0.0;0.0;0.0;1.08;64.43;65.58;;;;;;AGEO_TERMINAIS;GL;MRMEDIUMRANGE;BERÇO Ageo I;28;22:10;28;23:35;28;23:54;31;16:25;;;;;35000
11032026_CPLEX_2SemDragagem2030;4252;36.0;225.0;0.0;0;0;0;28;10:29;0.0;0.08;0.0;0.08;0.0;0.0;0.0;2.07;99.66;101.75;;;;;;BRACELL;CGNC;NAVIOCARGAGERAL;BERÇO ARM 35P1;28;10:35;28;11:45;28;13:04;32;16:45;;;;;55000
11032026_CPLEX_2SemDragagem2030;4253;23.0;245.0;12.75;0;0;0;28;9:28;0.0;0.5;0.0;0.5;0.0;0.67;0.67;2.98;14.7;18.42;;;;;;BTP;CGC;PANAMAX;BERÇO BTP 1;28;10:00;28;11:50;28;14:03;29;4:50;29.0;6:15;29.0;8:00;3000
11032026_CPLEX_2SemDragagem2030;4254;23.0;295.0;12.75;0;0;0;28;10:30;15.67;6.58;0.0;22.25;0.5;0.08;0.58;4.25;20.66;25.5;;;;;;BTP;CGC;POST-PANAMAXI;BERÇO BTP 1;29;8:45;29;10:35;29;14:05;30;10:45;30.0;12:05;30.0;13:50;4000
11032026_CPLEX_2SemDragagem2030;4255;43.0;339.0;14.0;0;0;0;28;9:28;19.0;12.0;0.0;31.0;0.0;0.0;0.0;4.18;23.63;27.83;;;;;;BTP;CGC;POST-PANAMAXII;BERÇO BTP 3;29;16:30;29;18:20;29;21:45;30;21:25;;;;;6000
11032026_CPLEX_2SemDragagem2030;4269;23.0;185.0;9.25;0;0;1;28;10:32;6.67;46.67;0.0;53.33;0.0;0.0;0.0;8.83;20.97;29.83;;;;;;TEV;RORO;CARGARO-RO;BERÇO TEV;30;15:55;30;17:15;31;1:19;31;22:20;;;;;1500
11032026_CPLEX_2SemDragagem2030;4275;36.0;225.0;0.0;0;0;0;29;13:37;0.0;0.25;0.0;0.25;0.0;0.0;0.0;9.92;99.0;108.92;;;;;;ARAUCO;CGNC;NAVIOCARGAGERAL;BERÇO ARAUCO 2;29;13:55;29;16:05;30;1:15;34;4:15;;;;;55000
11032026_CPLEX_2SemDragagem2030;4276;23.0;155.0;9.25;0;0;0;29;16:44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.41;45.88;47.33;;;;;;AGEO_TERMINAIS;GL;GPGENERALPURPOSE;BERÇO IB BC;29;16:45;29;18:10;29;18:49;31;16:45;;;;;18000
11032026_CPLEX_2SemDragagem2030;4283;36.0;225.0;0.0;0;0;0;29;15:41;0.0;6.08;0.0;6.08;0.0;0.0;0.0;9.26;64.0;73.33;;;;;;DPW - CGNC;CGNC;NAVIOCARGAGERAL;BERÇO DPW 3;29;21:50;29;23:25;30;7:55;33;0:00;;;;;55000
11032026_CPLEX_2SemDragagem2030;4296;23.0;295.0;0.0;0;0;0;29;11:41;0.25;2.42;0.0;2.67;0.0;0.0;0.0;0.75;53.08;53.83;;;;;;TRSP;GL;LNGCARRIER;BERÇO TRSP;29;14:25;29;16:20;29;16:20;31;21:25;;;;;76500
11032026_CPLEX_2SemDragagem2030;4299;23.0;175.0;10.75;0;0;0;30;16:46;0.0;3.42;0.0;3.42;0.0;0.0;0.0;1.09;64.43;65.58;;;;;;AGEO_TERMINAIS;GL;MRMEDIUMRANGE;BERÇO IB OE;30;20:15;30;21:40;30;22:00;33;14:30;;;;;35000
11032026_CPLEX_2SemDragagem2030;4320;30.0;163.46;8.1;0;0;0;30;10:40;0.0;0.33;0.0;0.33;0.0;0.0;0.0;0.92;48.5;49.42;;;;;;SAIPEM;CGNC;HANDYSIZE;BERÇO SAIPEM 1;30;11:00;30;11:55;30;12:05;32;12:35;;;;;0
