VESSEL_BEAM;VESSEL_LOA;VESSEL_DRAFT;VESSEL_EXIT_DRAFT;DIRECTION;ARRIVAL_HOUR;ARRIVAL_MINUTE;ARRIVAL_WEEKDAY;ARRIVAL_WEEKDAY_NUM;ARRIVAL_DAY;DANGEROUS_FLAG;PASSENGER_FLAG;RORO_FLAG;TONNAGE;SERVICE_DURATION;WAIT_FOR_SERVICE;WAIT_FOR_UNDOCK;ARRIVAL_MONTH;ARRIVAL_MONTH_NUM;TERMINAL;TERMINAL_ID;VESSEL_SIZE_CATEGORY;VESSEL_MARKET_CATEGORY;ARRIVAL_ID;DEMAND_SCENARIO
32.0;229.07;7.56;12.75;1.0;3;4;;2;1;False;False;False;;65.08;0;;;1;Autoridade - Ponta;6;;GSA - E;1;D016
34.0;201.9;7.99;13.1;1.0;6;0;;2;1;False;False;False;;68.63;1.2;;;1;TUP - DPW - CGNC;52;;CGNC;2;D016
40.0;272.08;10.6;9.2;2.0;6;30;;2;1;False;False;False;;18.98;1.55;;;1;Santos Brasil;32;;CGC;3;D016
23.0;164.34;7.8;6.8;2.0;8;0;;2;1;False;False;False;;24.25;2.08;;;1;TUP - Terminal Marítimo Dow;54;;GL;4;D016
43.0;270.93;11.3;9.7;2.0;9;18;;2;1;False;False;False;;30.08;2.53;;;1;TUP - DPW - CGC;51;;CGC;5;D016
33.0;209.75;11.0;9.2;2.0;11;24;;2;1;False;False;False;;15.43;1.62;;;1;Santos Brasil;32;;CGC;6;D016
42.0;334.07;12.0;10.8;2.0;15;53;;2;1;False;False;False;;15.17;2.7;;;1;Santos Brasil;32;;CGC;7;D016
25.0;182.47;8.2;9.5;2.0;16;45;;2;1;False;False;False;;19.93;1.03;;;1;Santos Brasil;32;;CGC;8;D016
18.0;85.34;4.2;5.5;1.0;18;5;;2;1;False;False;False;;70.42;0.08;;;1;TUP - Saipem;53;;CGNC;9;D016
40.0;299.99;9.8;9.2;2.0;19;30;;2;1;False;False;False;;37.42;2.17;;;1;TUP - DPW - CGC;51;;CGC;10;D016
40.0;304.16;11.0;11.3;2.0;20;18;;2;1;False;False;False;;8.4;2.25;;;1;BTP;9;;CGC;11;D016
18.0;116.9;4.8;4.52;1.0;20;20;;2;1;False;False;False;;20.68;0.35;;;1;Ageo Terminais ;2;;GL;12;D016
34.0;201.9;8.15;10.2;1.0;21;30;;2;1;False;False;False;;48.2;1.7;;;1;TUP - DPW - CGNC;52;;CGNC;13;D016
25.0;156.53;8.7;9.3;1.0;0;35;;3;2;False;False;False;;50.57;0;;;1;Outros - Píer da Alamoa;30;;GL;14;D016
32.0;189.99;12.74;6.2;2.0;3;18;;3;2;False;False;False;;113.5;21.55;;;1;Terminal Marítimo do Guarujá (Termag);43;;GSM - I;15;D016
32.0;189.99;5.6;9.63;1.0;3;18;;3;2;False;False;False;;34.0;4.45;;;1;Autoridade - Out;5;;GSA - E;16;D016
44.0;323.0;8.6;8.6;3.0;7;0;;3;2;False;True;False;;10.67;0;;;1;Concais;11;;PASSAGEIROS;17;D016
31.0;198.0;9.7;7.35;2.0;8;6;;3;2;False;False;False;;135.33;0;;;1;Outros - Cais do Saboó;28;;GL;18;D016
28.0;179.99;7.5;7.2;2.0;9;0;;3;2;False;False;False;;55.53;2.83;;;1;Outros - Cais do Outeirinhos;26;;GSM - I;19;D016
17.0;75.2;4.5;5.0;1.0;10;30;;3;2;False;False;False;;6.33;0.17;;;1;TUP - Saipem;53;;CGNC;20;D016
32.0;201.8;8.0;11.9;1.0;12;0;;3;2;False;False;False;;71.2;0;;;1;Outros - Cais do Macuco;25;;CGNC;21;D016
43.0;272.0;12.1;14.2;2.0;12;0;;3;2;False;False;False;;16.72;3.18;;;1;BTP;9;;CGC;22;D016
32.0;294.09;10.0;13.1;2.0;14;0;;3;2;False;False;False;;14.75;2.8;;;1;BTP;9;;CGC;23;D016
32.0;199.9;6.6;12.97;1.0;14;0;;3;2;False;False;False;;42.45;0.92;;;1;Autoridade - Out;5;;GSA - E;24;D016
45.0;299.9;11.8;10.7;2.0;15;23;;3;2;False;False;False;;16.8;2.52;;;1;BTP;9;;CGC;25;D016
22.0;189.99;6.7;11.62;1.0;15;30;;3;2;False;False;False;;28.5;2.25;;;1;Autoridade - Out;5;;GSA - E;26;D016
26.0;170.0;7.55;9.8;1.0;2;0;;4;3;False;False;False;;56.07;12.55;;;1;TUP - Cutrale - GL;49;;GL;27;D016
30.0;222.14;9.7;9.6;2.0;2;0;;4;3;False;False;False;;5.18;2.92;;;1;Santos Brasil;32;;CGC;28;D016
32.0;225.0;8.0;9.0;1.0;3;0;;4;3;False;False;False;;14.47;4.08;;;1;Autoridade - Macuco;4;;CGNC;29;D016
32.0;225.0;9.0;14.3;1.0;3;0;;4;3;False;False;False;;145.22;18.67;;;1;TUP - DPW - CGNC;52;;CGNC;30;D016
38.0;255.4;13.0;11.5;1.0;4;35;;4;3;False;False;False;;18.88;1.3;;;1;TUP - DPW - CGC;51;;CGC;31;D016
48.0;299.18;13.1;10.7;2.0;5;0;;4;3;False;False;False;;18.65;2.28;;;1;Santos Brasil;32;;CGC;32;D016
38.0;333.33;8.6;8.6;3.0;6;25;;4;3;False;True;False;;11.33;0;;;1;Concais;11;;PASSAGEIROS;33;D016
45.0;299.9;11.5;13.4;1.0;7;0;;4;3;False;False;False;;13.97;2.18;;;1;BTP;9;;CGC;34;D016
25.0;195.92;6.3;6.8;1.0;7;29;;4;3;False;False;True;;4.5;13.75;;;1;TEV;45;;CGNC;35;D016
18.0;116.26;4.9;6.3;1.0;10;18;;4;3;False;False;False;;8.28;22.98;;;1;Autoridade - Saboo;7;;CGC;36;D016
40.0;276.2;8.3;9.5;1.0;11;3;;4;3;False;False;False;;6.42;1.6;;;1;BTP;9;;CGC;37;D016
33.0;224.96;7.0;13.58;1.0;11;36;;4;3;False;False;False;;96.17;0;;;1;T-Grão;46;;GSA - E;38;D016
37.0;227.92;11.7;11.4;2.0;12;30;;4;3;False;False;False;;24.18;1.38;;;1;Santos Brasil;32;;CGC;39;D016
32.0;182.88;8.0;10.4;1.0;14;30;;4;3;False;False;False;;34.4;3.73;;;1;Transpetro;47;;GL;40;D016
24.0;145.0;9.5;9.6;2.0;16;0;;4;3;False;False;False;;46.75;0;;;1;Ageo Terminais ;2;;GL;41;D016
48.0;330.0;14.1;11.9;2.0;16;30;;4;3;False;False;False;;26.75;3.13;;;1;BTP;9;;CGC;42;D016
27.0;158.98;8.7;7.3;2.0;21;12;;4;3;False;False;False;;32.33;12.5;;;1;Ultracargo;59;;GL;43;D016
32.0;183.1;7.85;8.8;1.0;22;0;;4;3;False;False;False;;28.87;0;;;1;Outros - Píer da Alamoa;30;;GL;44;D016
32.0;263.23;12.0;11.7;1.0;23;0;;4;3;False;False;False;;15.12;1.2;;;1;TUP - DPW - CGC;51;;CGC;45;D016
51.0;335.0;12.5;10.5;2.0;23;30;;4;3;False;False;False;;29.88;2.73;;;1;Santos Brasil;32;;CGC;46;D016
24.0;145.53;9.7;8.85;2.0;3;0;;5;4;False;False;False;;25.0;0.42;;;1;Ageo Terminais ;2;;GL;47;D016
48.0;299.89;11.5;14.1;1.0;3;0;;5;4;False;False;False;;25.35;1.55;;;1;BTP;9;;CGC;48;D016
52.0;331.43;8.7;8.6;3.0;5;0;;5;4;False;True;False;;11.75;0;;;1;Concais;11;;PASSAGEIROS;49;D016
50.0;305.0;8.5;8.5;3.0;6;0;;5;4;False;True;False;;10.92;0;;;1;Concais;11;;PASSAGEIROS;50;D016
30.0;179.99;6.4;8.9;1.0;6;0;;5;4;False;False;False;;64.6;0.08;;;1;Eldorado (Rishis);14;;GL;51;D016
40.0;304.16;13.4;11.9;2.0;6;1;;5;4;False;False;False;;17.23;2.1;;;1;Santos Brasil;32;;CGC;52;D016
37.0;255.36;10.5;11.25;2.0;7;30;;5;4;False;False;False;;10.73;1.47;;;1;Santos Brasil;32;;CGC;53;D016
30.0;210.56;8.1;11.4;1.0;8;30;;5;4;False;False;False;;73.33;0.17;;;1;Outros - Cais do Macuco;25;;GL;54;D016
32.0;199.9;7.1;10.45;1.0;10;36;;5;4;False;False;False;;55.42;2.08;;;1;Outros - Cais do Macuco;25;;CGNC;55;D016
22.0;119.9;7.2;6.7;1.0;12;30;;5;4;False;False;False;;42.17;0.1;;;1;Ageo Terminais ;2;;GL;56;D016
32.0;229.0;14.2;7.17;2.0;15;0;;5;4;False;False;False;;139.47;3.0;;;1;Terminal Marítimo do Guarujá (Termag);43;;GSM - I;57;D016
32.0;262.08;8.15;11.2;2.0;18;30;;5;4;False;False;False;;12.95;1.32;;;1;Santos Brasil;32;;CGC;58;D016
40.0;299.95;10.9;12.5;1.0;20;0;;5;4;False;False;False;;16.18;1.23;;;1;TUP - DPW - CGC;51;;CGC;59;D016
40.0;293.2;10.8;10.7;2.0;23;30;;5;4;False;False;False;;16.88;2.62;;;1;BTP;9;;CGC;60;D016
37.0;227.92;11.4;10.6;2.0;1;55;;6;5;False;False;False;;4.23;1.72;;;1;BTP;9;;CGC;61;D016
48.0;333.2;10.15;13.4;2.0;6;0;;6;5;False;False;False;;32.05;1.68;;;1;Santos Brasil;32;;CGC;62;D016
44.0;323.0;8.6;8.6;3.0;6;0;;6;5;False;True;False;;11.08;0;;;1;Concais;11;;PASSAGEIROS;63;D016
44.0;289.59;8.3;8.35;3.0;6;30;;6;5;False;True;False;;10.67;0;;;1;Concais;11;;PASSAGEIROS;64;D016
45.0;299.9;13.85;11.85;2.0;12;0;;6;5;False;False;False;;24.27;2.32;;;1;Santos Brasil;32;;CGC;65;D016
24.0;145.0;9.6;8.45;2.0;16;35;;6;5;False;False;False;;26.95;0;;;1;Outros - Píer da Alamoa;30;;GL;66;D016
32.0;183.1;8.8;9.2;1.0;17;0;;6;5;False;False;False;;29.33;4.58;;;1;Adonai Química;1;;GL;67;D016
31.0;213.4;11.78;11.95;1.0;18;40;;6;5;False;False;False;;87.72;1.83;;;1;TUP - DPW - CGNC;52;;CGNC;68;D016
28.0;172.0;9.0;8.95;2.0;23;10;;6;5;False;False;False;;13.23;1.67;;;1;TUP - DPW - CGC;51;;CGC;69;D016
35.0;185.99;9.2;10.9;2.0;3;0;;0;6;False;False;False;;11.32;1.47;;;1;Santos Brasil;32;;CGC;70;D016
45.83;334.98;10.3;13.0;1.0;5;0;;0;6;False;False;False;;32.42;1.63;;;1;TUP - DPW - CGC;51;;CGC;71;D016
21.0;138.54;5.9;5.8;1.0;6;30;;0;6;False;False;False;;0.02;0.83;;;1;Autoridade - Saboo;7;;CGNC;72;D016
32.3;189.99;6.19;11.75;1.0;7;0;;0;6;False;False;False;;61.5;3.05;;;1;TUP - Tiplam - GSA - E;56;;GSA - E;73;D016
36.0;210.0;11.55;11.05;2.0;7;24;;0;6;False;False;False;;10.0;6.73;;;1;Autoridade - Saboo;7;;CGC;74;D016
17.0;75.2;4.15;5.0;1.0;8;10;;0;6;False;False;False;;5.0;0.17;;;1;TUP - Saipem;53;;CGNC;75;D016
32.0;204.35;11.6;12.65;1.0;8;30;;0;6;False;False;False;;38.58;3.48;;;1;TUP - DPW - CGNC;52;;CGNC;76;D016
23.0;142.4;7.0;6.1;2.0;9;30;;0;6;False;False;False;;27.7;0.43;;;1;Ageo Terminais ;2;;GL;77;D016
32.0;199.98;8.53;13.43;1.0;12;0;;0;6;False;False;False;;56.33;3.25;;;1;T-Grão;46;;GSA - E;78;D016
32.0;183.06;11.4;9.0;2.0;12;0;;0;6;False;False;False;;62.3;0.35;;;1;Ageo Terminais ;2;;GL;79;D016
30.0;182.9;11.3;9.8;2.0;12;0;;0;6;False;False;False;;58.97;0;;;1;Outros - Píer da Alamoa;30;;GL;80;D016
33.0;180.4;10.28;5.88;2.0;13;0;;0;6;False;False;False;;159.0;0.67;;;1;Bracell;8;;GSA - I;81;D016
26.0;157.4;6.1;8.7;1.0;13;30;;0;6;False;False;False;;33.28;4.78;;;1;TUP - Cutrale - GL;49;;GL;82;D016
32.0;263.23;10.1;11.5;1.0;13;30;;0;6;False;False;False;;9.47;1.08;;;1;TUP - DPW - CGC;51;;CGC;83;D016
18.0;116.82;5.0;7.4;1.0;14;30;;0;6;False;False;False;;31.75;0.45;;;1;Ageo Terminais ;2;;GL;84;D016
33.0;199.9;7.5;7.9;1.0;16;30;;0;6;False;False;False;;95.67;6.0;;;1;Autoridade - Saboo;7;;CGNC;85;D016
45.0;299.9;10.95;12.95;1.0;21;0;;0;6;False;False;False;;22.05;5.45;;;1;BTP;9;;CGC;86;D016
51.0;335.93;13.3;11.5;2.0;21;18;;0;6;False;False;False;;29.02;3.48;;;1;Santos Brasil;32;;CGC;87;D016
37.0;210.0;8.45;12.2;1.0;21;30;;0;6;False;False;False;;30.9;2.75;;;1;Autoridade - Ponta;6;;GSA - E;88;D016
48.0;299.95;11.0;9.9;2.0;21;54;;0;6;False;False;False;;21.53;1.68;;;1;Santos Brasil;32;;CGC;89;D016
28.0;179.99;8.0;10.8;1.0;22;48;;0;6;False;False;False;;72.92;0;;;1;Ageo Terminais ;2;;GL;90;D016
29.0;175.53;9.94;5.6;2.0;1;0;;1;7;False;False;False;;159.33;1.83;;;1;TUP - Tiplam - GSM - I;57;;GSM - I;91;D016
43.0;270.9;10.8;10.9;2.0;3;0;;1;7;False;False;False;;38.1;2.38;;;1;TUP - DPW - CGC;51;;CGC;92;D016
48.0;299.99;11.5;14.2;1.0;4;0;;1;7;False;False;False;;25.15;3.82;;;1;BTP;9;;CGC;93;D016
32.0;260.66;11.5;10.6;2.0;4;20;;1;7;False;False;False;;18.88;4.1;;;1;BTP;9;;CGC;94;D016
31.0;212.54;8.7;10.3;1.0;10;0;;1;7;False;False;False;;15.18;1.47;;;1;TUP - DPW - CGC;51;;CGC;95;D016
37.0;227.92;9.9;11.4;1.0;12;30;;1;7;False;False;False;;4.82;1.47;;;1;Santos Brasil;32;;CGC;96;D016
32.0;204.38;11.43;10.74;2.0;17;30;;1;7;False;False;False;;26.05;2.13;;;1;Autoridade - Saboo;7;;CGNC;97;D016
32.0;186.07;8.2;8.0;2.0;20;4;;1;7;False;False;False;;39.58;0;;;1;Ageo Terminais ;2;;GL;98;D016
22.0;189.99;11.62;12.27;1.0;20;30;;1;7;False;False;False;;36.78;1.57;;;1;Outros - Cais da Ponta da Praia;23;;GSA - E;99;D016
43.0;346.98;9.8;9.0;2.0;23;6;;1;7;False;False;False;;8.3;2.27;;;1;Santos Brasil;32;;CGC;100;D016
40.0;272.05;10.05;8.9;2.0;2;0;;2;8;False;False;False;;12.82;1.43;;;1;Santos Brasil;32;;CGC;101;D016
48.0;328.46;11.9;13.8;1.0;4;30;;2;8;False;False;False;;15.7;2.57;;;1;BTP;9;;CGC;102;D016
48.0;328.46;14.5;12.7;2.0;5;6;;2;8;False;False;False;;26.57;3.07;;;1;BTP;9;;CGNC;103;D016
9.0;210.54;8.3;9.55;1.0;5;10;;2;8;False;False;False;;23.07;3.55;;;1;TUP - DPW - CGC;51;;CGC;104;D016
32.0;213.88;8.5;8.3;2.0;7;30;;2;8;False;False;False;;16.2;0.32;;;1;BTP;9;;CGNC;105;D016
38.0;229.2;7.9;13.38;1.0;7;45;;2;8;False;False;False;;124.82;17.98;;;1;Outros - Cais do Paquetá;27;;GSA - E;106;D016
28.0;179.99;9.33;5.92;2.0;9;0;;2;8;False;False;False;;167.5;0;;;1;Outros - Cais do Saboó;28;;GSM - I;107;D016
32.0;231.0;11.5;12.0;2.0;10;0;;2;8;False;False;False;;18.82;1.82;;;1;Santos Brasil;32;;CGC;108;D016
32.0;189.99;6.25;11.62;1.0;10;6;;2;8;False;False;False;;31.58;6.17;;;1;Autoridade - Out;5;;GSA - E;109;D016
30.0;199.08;7.5;7.2;2.0;12;55;;2;8;False;False;False;;84.0;7.75;;;1;Outros - Cais do Outeirinhos;26;;GSM - I;110;D016
25.0;182.47;7.6;9.3;2.0;13;0;;2;8;False;False;False;;32.8;3.78;;;1;Santos Brasil;32;;CGC;111;D016
33.0;177.9;8.2;8.2;1.0;13;20;;2;8;False;False;False;;144.0;0.17;;;1;TUP - Saipem;53;;CGNC;112;D016
32.25;294.1;12.55;11.4;2.0;17;0;;2;8;False;False;False;;24.0;2.23;;;1;TUP - DPW - CGC;51;;CGC;113;D016
24.0;146.6;5.8;6.1;1.0;19;54;;2;8;False;False;False;;18.17;4.37;;;1;Stolthaven;33;;GL;114;D016
35.0;228.95;7.3;13.01;1.0;21;0;;2;8;False;False;False;;47.8;0;;;1;Autoridade - Ponta;6;;GSA - E;115;D016
45.86;334.8;13.9;11.8;2.0;23;36;;2;8;False;False;False;;33.55;1.65;;;1;TUP - DPW - CGC;51;;CGC;116;D016
48.0;329.86;12.4;14.5;2.0;0;1;;3;9;False;False;False;;34.12;2.4;;;1;BTP;9;;CGC;117;D016
40.0;284.71;10.1;12.9;1.0;4;12;;3;9;False;False;False;;16.05;3.68;;;1;TUP - DPW - CGC;51;;CGC;118;D016
21.0;134.75;7.9;5.3;2.0;4;23;;3;9;False;False;False;;49.8;0;;;1;Ageo Terminais ;2;;GL;119;D016
44.0;323.0;8.5;8.6;3.0;4;57;;3;9;False;True;False;;11.92;0;;;1;Concais;11;;PASSAGEIROS;120;D016
37.0;255.0;10.3;10.2;2.0;5;30;;3;9;False;False;False;;15.58;1.73;;;1;Santos Brasil;32;;CGC;121;D016
27.4;183.98;7.4;9.65;1.0;6;6;;3;9;False;False;False;;30.0;4.85;;;1;Transpetro;47;;GL;122;D016
32.23;183.05;8.8;11.15;1.0;7;45;;3;9;False;False;False;;27.9;4.57;;;1;Transpetro;47;;GL;123;D016
19.0;88.8;4.9;5.3;1.0;14;5;;3;9;False;False;False;;58.0;0.08;;;1;TUP - Saipem;53;;CGNC;124;D016
51.0;336.0;10.8;12.8;1.0;15;0;;3;9;False;False;False;;31.87;2.28;;;1;Santos Brasil;32;;CGC;125;D016
32.0;189.99;12.24;6.7;2.0;15;30;;3;9;False;False;False;;192.8;9.65;;;1;Terminal Marítimo do Guarujá (Termag);43;;GSM - I;126;D016
36.0;199.99;8.65;9.85;1.0;17;30;;3;9;False;False;False;;30.77;0.08;;;1;Outros - Libra Terminais;29;;CGNC;127;D016
46.0;334.8;10.1;12.8;1.0;19;12;;3;9;False;False;False;;30.35;0.78;;;1;TUP - DPW - CGC;51;;CGC;128;D016
45.0;299.9;10.1;12.8;2.0;20;54;;3;9;False;False;False;;15.57;1.85;;;1;BTP;9;;CGC;129;D016
48.0;299.99;11.3;9.7;2.0;0;45;;4;10;False;False;False;;14.42;2.08;;;1;BTP;9;;CGC;130;D016
32.0;225.0;9.25;14.05;1.0;1;10;;4;10;False;False;False;;56.7;4.12;;;1;TUP - DPW - CGNC;52;;CGNC;131;D016
32.0;258.89;9.0;8.5;2.0;1;42;;4;10;False;False;False;;1.42;1.37;;;1;Santos Brasil;32;;CGC;132;D016
32.0;199.9;7.6;13.19;1.0;3;12;;4;10;False;False;False;;94.95;3.57;;;1;Temrinal de Exportação de Açúcar do Guarujá (TEAG);37;;GSA - E;133;D016
28.0;186.36;9.0;9.4;1.0;6;0;;4;10;False;False;False;;12.02;1.32;;;1;Santos Brasil;32;;CGC;134;D016
38.0;333.33;8.6;8.6;3.0;6;25;;4;10;False;True;False;;11.42;0;;;1;Concais;11;;PASSAGEIROS;135;D016
32.31;189.99;9.18;6.7;2.0;7;0;;4;10;False;False;False;;125.75;2.88;;;1;TUP - Usiminas;58;;CGNC;136;D016
28.0;179.87;8.5;7.6;2.0;8;45;;4;10;False;False;False;;19.7;6.0;;;1;TUP - Tiplam - GL;55;;GL;137;D016
32.0;231.0;12.0;12.0;1.0;13;54;;4;10;False;False;False;;14.02;1.17;;;1;TUP - DPW - CGC;51;;CGC;138;D016
30.0;199.2;11.15;11.7;1.0;15;0;;4;10;False;False;False;;12.28;1.38;;;1;Outros - Cais do Macuco;25;;CGNC;139;D016
32.0;199.98;6.48;11.86;1.0;15;36;;4;10;False;False;False;;75.47;0;;;1;Autoridade - Ponta;6;;GSA - E;140;D016
32.0;190.0;11.71;12.08;1.0;17;0;;4;10;False;False;False;;4.25;0.83;;;1;T-Grão;46;;GSA - E;141;D016
38.0;230.0;10.92;13.91;1.0;1;10;;5;11;False;False;False;;30.22;2.25;;;1;Terminal ADM do Brasil;39;;GSA - E;142;D016
23.0;164.34;8.0;6.9;2.0;3;0;;5;11;False;False;False;;25.08;2.08;;;1;TUP - Terminal Marítimo Dow;54;;GL;143;D016
50.0;305.0;8.6;8.5;3.0;6;0;;5;11;False;True;False;;10.42;0;;;1;Concais;11;;PASSAGEIROS;144;D016
52.0;331.43;8.65;8.65;3.0;6;45;;5;11;False;True;False;;9.58;0;;;1;Concais;11;;PASSAGEIROS;145;D016
40.0;272.08;10.2;11.75;2.0;7;0;;5;11;False;False;False;;13.73;1.98;;;1;Santos Brasil;32;;CGC;146;D016
51.0;336.0;14.3;12.0;2.0;9;48;;5;11;False;False;False;;20.75;4.05;;;1;Santos Brasil;32;;CGNC;147;D016
40.0;306.0;12.0;13.7;1.0;12;30;;5;11;False;False;False;;19.23;1.17;;;1;TUP - DPW - CGC;51;;CGC;148;D016
36.0;199.99;9.85;10.9;1.0;14;15;;5;11;False;False;False;;23.87;1.88;;;1;Outros - Cais do Macuco;25;;CGNC;149;D016
32.06;179.89;8.0;6.5;2.0;14;30;;5;11;False;False;False;;56.17;6.07;;;1;TUP - Tiplam - GSM - I;57;;GSM - I;150;D016
28.0;183.2;8.5;8.8;1.0;16;0;;5;11;False;False;False;;20.8;4.1;;;1;Transpetro;47;;GL;151;D016
32.0;180.0;7.4;8.48;1.0;18;0;;5;11;False;False;False;;147.75;0.1;;;1;Outros - Libra Terminais;29;;CGNC;152;D016
37.0;228.41;7.42;12.75;1.0;18;24;;5;11;False;False;False;;68.5;4.38;;;1;Autoridade - Out;5;;GSA - E;153;D016
48.0;333.17;11.4;12.9;2.0;19;30;;5;11;False;False;False;;21.97;2.12;;;1;Santos Brasil;32;;CGC;154;D016
48.0;299.88;9.8;11.6;1.0;23;50;;5;11;False;False;False;;11.63;2.37;;;1;BTP;9;;CGC;155;D016
48.0;330.03;14.0;12.1;2.0;5;48;;6;12;False;False;False;;21.0;2.22;;;1;BTP;9;;CGC;156;D016
44.0;289.59;8.3;8.3;3.0;6;30;;6;12;False;True;False;;10.58;0;;;1;Concais;11;;PASSAGEIROS;157;D016
32.0;190.0;6.06;13.19;1.0;7;30;;6;12;False;False;False;;28.9;2.18;;;1;Outros - Cais da Ponta da Praia;23;;GSA - E;158;D016
44.0;323.0;8.65;8.65;3.0;7;30;;6;12;False;True;False;;9.5;0;;;1;Concais;11;;PASSAGEIROS;159;D016
30.0;218.45;7.6;11.3;2.0;9;0;;6;12;False;False;False;;18.27;1.3;;;1;Santos Brasil;32;;CGC;160;D016
32.0;229.0;6.8;13.45;1.0;11;0;;6;12;False;False;False;;55.08;4.83;;;1;T-Grão;46;;GSA - E;161;D016
45.0;299.9;14.5;12.0;2.0;13;0;;6;12;False;False;False;;17.77;5.55;;;1;Santos Brasil;32;;CGC;162;D016
43.0;270.9;10.5;9.4;2.0;15;48;;6;12;False;False;False;;33.13;1.47;;;1;TUP - DPW - CGC;51;;CGC;163;D016
27.0;170.7;9.81;5.9;2.0;17;0;;6;12;False;False;False;;123.58;4.33;;;1;Bracell;8;;GSA - I;164;D016
26.0;168.03;9.4;10.3;2.0;18;40;;6;12;False;False;False;;12.58;0.85;;;1;TUP - DPW - CGC;51;;CGC;165;D016
44.0;248.97;9.3;11.0;1.0;20;4;;6;12;False;False;False;;78.6;0.93;;;1;Transpetro;47;;GL;166;D016
32.0;199.98;11.7;6.81;2.0;20;13;;6;12;False;False;False;;222.0;11.87;;;1;Outros - Cais do Macuco;25;;GSM - I;167;D016
32.0;225.0;8.5;13.5;1.0;2;37;;0;13;False;False;False;;83.67;3.67;;;1;Outros - Cais do Macuco;25;;CGNC;168;D016
32.2;225.0;7.24;12.85;1.0;5;30;;0;13;False;False;False;;131.98;0.4;;;1;Temrinal de Exportação de Açúcar do Guarujá (TEAG);37;;GSA - E;169;D016
48.0;300.07;13.4;11.0;2.0;5;30;;0;13;False;False;False;;14.55;2.5;;;1;BTP;9;;CGC;170;D016
36.0;200.0;10.9;11.0;2.0;5;46;;0;13;False;False;False;;13.25;7.05;;;1;Santos Brasil;32;;CGC;171;D016
32.0;229.0;6.67;13.29;1.0;10;18;;0;13;False;False;False;;159.67;8.58;;;1;T-Grão;46;;GSA - E;172;D016
32.0;182.5;9.5;11.2;1.0;15;0;;0;13;False;False;False;;21.2;5.13;;;1;Transpetro;47;;GL;173;D016
32.0;179.95;6.65;10.62;1.0;17;0;;0;13;False;False;False;;156.27;0.25;;;1;Temrinal de Exportação de Açúcar do Guarujá (TEAG);37;;GSA - E;174;D016
30.0;222.14;10.1;11.0;2.0;19;0;;0;13;False;False;False;;6.5;5.18;;;1;Santos Brasil;32;;CGC;175;D016
43.0;254.95;8.1;12.69;1.0;20;42;;0;13;False;False;False;;111.5;2.92;;;1;Terminal ADM do Brasil;39;;GSA - E;176;D016
48.0;299.95;8.9;11.7;1.0;22;36;;0;13;False;False;False;;18.37;2.3;;;1;BTP;9;;CGC;177;D016
25.0;156.53;7.8;6.4;2.0;3;0;;1;14;False;False;False;;32.92;3.75;;;1;Ultracargo;59;;GL;178;D016
49.0;299.97;11.0;12.7;1.0;5;0;;1;14;False;False;False;;20.53;1.85;;;1;BTP;9;;CGC;179;D016
29.0;180.0;7.8;7.7;2.0;5;30;;1;14;False;False;False;;6.3;2.8;;;1;Transpetro;47;;GL;180;D016
42.0;334.07;10.7;14.0;2.0;7;0;;1;14;False;False;False;;21.12;2.62;;;1;BTP;9;;CGC;181;D016
48.0;333.2;11.7;9.85;2.0;8;0;;1;14;False;False;False;;20.52;1.87;;;1;Santos Brasil;32;;CGC;182;D016
48.0;328.46;10.7;13.5;1.0;8;42;;1;14;False;False;False;;27.77;3.92;;;1;BTP;9;;CGC;183;D016
30.0;208.85;10.3;9.8;1.0;9;54;;1;14;False;False;False;;11.73;1.52;;;1;TUP - DPW - CGC;51;;CGC;184;D016
32.0;189.99;7.62;6.61;2.0;14;11;;1;14;False;False;False;;46.5;4.32;;;1;Outros - Cais do Macuco;25;;GSM - I;185;D016
42.0;333.99;9.7;12.0;1.0;15;0;;1;14;False;False;False;;32.45;0.78;;;1;TUP - DPW - CGC;51;;CGC;186;D016
25.0;160.0;7.5;6.8;1.0;22;0;;1;14;False;False;False;;28.75;15.25;;;1;Ultracargo;59;;GL;187;D016
32.0;189.99;6.54;12.85;1.0;22;0;;1;14;False;False;False;;127.17;11.63;;;1;Terminal ADM do Brasil;39;;GSA - E;188;D016
32.0;228.99;6.6;13.83;1.0;23;12;;1;14;False;False;False;;83.17;2.92;;;1;Terminal de Granéis do Guarujá (TGG);40;;GSA - E;189;D016
40.0;275.0;13.3;11.8;2.0;3;43;;2;15;False;False;False;;11.35;3.13;;;1;Santos Brasil;32;;CGC;190;D016
32.0;228.62;8.3;8.3;2.0;5;0;;2;15;False;False;False;;13.95;1.28;;;1;TUP - DPW - CGC;51;;CGC;191;D016
48.0;299.9;11.3;11.7;1.0;6;12;;2;15;False;False;False;;19.23;2.78;;;1;BTP;9;;CGC;192;D016
44.0;323.0;8.6;8.6;3.0;6;30;;2;15;False;True;False;;15.08;0;;;1;Concais;11;;PASSAGEIROS;193;D016
40.04;275.0;12.0;11.8;2.0;7;24;;2;15;False;False;False;;22.48;1.63;;;1;TUP - DPW - CGC;51;;CGC;194;D016
19.0;88.8;5.0;;1.0;8;20;;2;15;False;False;False;;18.67;0.17;;;1;TUP - Saipem;53;;CGNC;195;D016
