VESSEL_BEAM;VESSEL_LOA;VESSEL_DRAFT;VESSEL_EXIT_DRAFT;DIRECTION;ARRIVAL_HOUR;ARRIVAL_MINUTE;ARRIVAL_WEEKDAY;ARRIVAL_WEEKDAY_NUM;ARRIVAL_DAY;DANGEROUS_FLAG;PASSENGER_FLAG;RORO_FLAG;TONNAGE;SERVICE_DURATION;WAIT_FOR_SERVICE;WAIT_FOR_UNDOCK;ARRIVAL_MONTH;ARRIVAL_MONTH_NUM;TERMINAL;TERMINAL_ID;VESSEL_SIZE_CATEGORY;VESSEL_MARKET_CATEGORY;ARRIVAL_ID;DEMAND_SCENARIO
51.0;336.0;13.9;12.8;2.0;4;1;;4;11;False;False;False;;22.23;3.97;;;4;Santos Brasil;32;;CGC;1648;D016
38.0;249.97;11.6;10.8;2.0;5;0;;4;11;False;False;False;;20.28;1.5;;;4;TUP - DPW - CGC;51;;CGC;1649;D016
25.0;156.53;8.9;8.1;2.0;6;30;;4;11;False;False;False;;26.67;5.17;;;4;Outros - Píer da Alamoa;30;;GL;1650;D016
32.0;183.06;7.5;9.7;1.0;7;30;;4;11;False;False;False;;31.1;2.4;;;4;Transpetro;47;;GL;1651;D016
51.0;335.93;10.5;13.9;1.0;8;0;;4;11;False;False;False;;36.03;7.65;;;4;Santos Brasil;32;;CGC;1652;D016
32.0;186.07;9.5;8.65;2.0;11;30;;4;11;False;False;False;;25.48;0;;;4;Ageo Terminais ;2;;GL;1653;D016
37.0;227.97;10.69;9.7;1.0;12;0;;4;11;False;False;False;;25.4;1.52;;;4;TUP - DPW - CGC;51;;CGC;1654;D016
48.0;330.0;14.1;12.1;2.0;12;0;;4;11;False;False;False;;27.18;2.62;;;4;BTP;9;;RORO ;1655;D016
37.0;227.97;10.7;10.69;2.0;12;0;;4;11;False;False;False;;7.08;3.23;;;4;BTP;9;;CGC;1656;D016
36.0;210.0;10.6;9.8;2.0;12;30;;4;11;False;False;False;;1.17;3.62;;;4;Outros - Cais da Ecoporto;21;;CGC;1657;D016
40.0;272.08;10.4;8.8;2.0;14;54;;4;11;False;False;False;;30.58;1.7;;;4;TUP - DPW - CGC;51;;CGC;1658;D016
19.0;88.9;5.6;6.0;1.0;19;30;;4;11;False;False;False;;30.25;0.17;;;4;TUP - Saipem;53;;CGNC;1659;D016
32.0;228.99;6.6;5.0;1.0;22;55;;4;11;False;False;False;;74.03;1.15;;;4;TUP - Cutrale - GSA - E;50;;GSA - E;1660;D016
40.0;270.4;12.4;12.8;2.0;2;42;;5;12;False;False;False;;7.9;1.6;;;4;BTP;9;;CGC;1661;D016
44.0;323.0;8.42;8.3;3.0;4;0;;5;12;False;True;False;;12.25;0;;;4;Concais;11;;PASSAGEIROS;1662;D016
32.0;229.01;7.2;12.99;1.0;5;0;;5;12;False;False;False;;44.88;2.97;;;4;Terminal ADM do Brasil;39;;GSA - E;1663;D016
32.0;259.8;10.4;11.9;1.0;8;54;;5;12;False;False;False;;17.95;2.1;;;4;TUP - DPW - CGC;51;;CGC;1664;D016
32.31;229.0;7.6;13.1;1.0;9;30;;5;12;False;False;False;;91.52;3.53;;;4;TUP - Tiplam - GSA - E;56;;GSA - E;1665;D016
48.0;333.2;11.3;9.75;2.0;9;30;;5;12;False;False;False;;21.13;2.97;;;4;BTP;9;;CGNC;1666;D016
32.0;263.23;11.6;10.4;2.0;9;45;;5;12;False;False;False;;10.18;1.38;;;4;TUP - DPW - CGC;51;;CGC;1667;D016
32.0;180.0;8.4;8.6;2.0;10;37;;5;12;False;False;True;;15.0;1.67;;;4;TEV;45;;CGNC;1668;D016
32.0;229.0;7.5;13.36;1.0;11;48;;5;12;False;False;False;;65.42;0;;;4;T-Grão;46;;GSA - E;1669;D016
27.0;169.37;9.83;4.84;2.0;12;0;;5;12;False;False;False;;209.5;0;;;4;Outros - Cais do Saboó;28;;GSM - I;1670;D016
42.0;346.98;11.0;11.2;2.0;13;0;;5;12;False;False;False;;15.83;3.18;;;4;BTP;9;;CGC;1671;D016
32.0;199.94;7.3;8.8;1.0;15;0;;5;12;False;False;True;;46.32;0.93;;;4;TEV;45;;RORO ;1672;D016
32.0;179.8;11.7;7.8;2.0;16;0;;5;12;False;False;False;;88.17;0;;;4;Outros - Píer da Alamoa;30;;GL;1673;D016
33.0;229.0;7.76;13.2;1.0;16;18;;5;12;False;False;False;;105.05;4.82;;;4;Outros - Cais do Paquetá;27;;GSA - E;1674;D016
32.0;210.96;8.5;8.4;2.0;19;45;;5;12;False;False;False;;23.02;1.97;;;4;BTP;9;;CGC;1675;D016
40.0;278.94;12.7;13.2;1.0;21;0;;5;12;False;False;False;;32.15;2.62;;;4;Santos Brasil;32;;CGC;1676;D016
32.0;262.08;10.03;11.2;2.0;0;40;;6;13;False;False;False;;16.95;17.98;;;4;Santos Brasil;32;;CGC;1677;D016
32.0;228.19;8.0;8.0;2.0;0;45;;6;13;False;False;False;;48.6;7.17;;;4;Ultracargo;59;;GL;1678;D016
25.0;156.53;8.45;6.45;2.0;1;55;;6;13;False;False;False;;96.92;0;;;4;Ageo Terminais ;2;;GL;1679;D016
32.0;199.99;8.18;8.37;1.0;3;0;;6;13;False;False;True;;7.5;0.75;;;4;TEV;45;;CGNC;1680;D016
50.0;305.0;8.6;8.6;3.0;5;45;;6;13;False;True;False;;12.0;0;;;4;Concais;11;;PASSAGEIROS;1681;D016
30.0;180.0;7.38;5.5;2.0;7;30;;6;13;False;False;False;;84.95;0.42;;;4;Bracell;8;;GSA - I;1682;D016
35.0;185.97;8.0;9.4;2.0;8;15;;6;13;False;False;False;;11.1;5.88;;;4;Santos Brasil;32;;CGC;1683;D016
32.0;225.0;7.3;13.5;1.0;8;39;;6;13;False;False;False;;148.67;2.5;;;4;Outros - Cais do Macuco;25;;CGNC;1684;D016
32.0;229.0;7.15;13.4;1.0;9;0;;6;13;False;False;False;;73.45;4.13;;;4;Outros - Cais do Paquetá;27;;GSA - E;1685;D016
32.0;214.0;8.6;9.4;1.0;9;20;;6;13;False;False;False;;32.28;9.47;;;4;BTP;9;;CGNC;1686;D016
48.0;333.2;11.7;14.5;2.0;9;20;;6;13;False;False;False;;23.25;2.62;;;4;BTP;9;;CGC;1687;D016
45.0;299.9;14.4;12.2;2.0;11;0;;6;13;False;False;False;;31.52;2.57;;;4;TUP - DPW - CGC;51;;CGC;1688;D016
27.0;183.0;7.5;8.6;1.0;11;30;;6;13;False;False;False;;17.2;1.47;;;4;Transpetro;47;;GL;1689;D016
33.0;201.8;8.5;7.8;2.0;13;0;;6;13;False;False;False;;62.93;9.35;;;4;Autoridade - Saboo;7;;CGNC;1690;D016
33.0;201.8;7.8;10.0;1.0;13;0;;6;13;False;False;False;;47.35;7.83;;;4;Autoridade - Macuco;4;;CGNC;1691;D016
27.0;165.17;8.3;7.0;2.0;15;30;;6;13;False;False;False;;24.97;3.87;;;4;TUP - Terminal Marítimo Dow;54;;GL;1692;D016
48.0;330.03;13.25;10.8;2.0;16;18;;6;13;False;False;False;;23.6;2.17;;;4;BTP;9;;CGC;1693;D016
30.04;181.0;6.3;9.8;1.0;17;10;;6;13;False;False;False;;57.33;7.08;;;4;T-Grão;46;;GSA - E;1694;D016
32.31;189.99;6.9;12.83;1.0;22;0;;6;13;False;False;False;;30.75;2.33;;;4;T-Grão;46;;GSA - E;1695;D016
35.0;224.0;8.7;8.5;2.0;4;30;;0;14;False;False;False;;9.5;2.8;;;4;Santos Brasil;32;;CGC;1696;D016
33.0;201.8;7.7;12.8;1.0;7;0;;0;14;False;False;False;;49.17;0.08;;;4;Outros - Libra Terminais;29;;CGNC;1697;D016
36.0;236.32;8.4;8.3;2.0;7;30;;0;14;False;False;False;;22.87;1.75;;;4;Autoridade - Saboo;7;;CGNC;1698;D016
35.0;185.97;9.4;10.1;2.0;7;54;;0;14;False;False;False;;19.22;1.42;;;4;TUP - DPW - CGC;51;;CGC;1699;D016
30.04;180.4;9.85;5.75;2.0;12;48;;0;14;False;False;False;;45.62;1.85;;;4;TUP - Tiplam - GSM - I;57;;GSM - I;1700;D016
27.77;166.43;8.3;6.28;2.0;13;0;;0;14;False;False;False;;100.68;17.1;;;4;Autoridade - Saboo;7;;CGNC;1701;D016
28.0;172.0;8.0;8.0;2.0;18;10;;0;14;False;False;False;;12.75;1.93;;;4;BTP;9;;CGC;1702;D016
32.0;259.8;10.1;9.6;2.0;23;0;;0;14;False;False;False;;7.68;1.47;;;4;Santos Brasil;32;;CGC;1703;D016
31.0;212.54;11.3;11.9;2.0;0;10;;1;15;False;False;False;;6.22;1.25;;;4;Santos Brasil;32;;CGC;1704;D016
32.0;229.0;6.6;12.2;1.0;0;29;;1;15;False;False;False;;30.42;1.92;;;4;Terminal de Granéis do Guarujá (TGG);40;;GSA - E;1705;D016
37.0;255.36;8.95;10.35;1.0;2;46;;1;15;False;False;False;;30.1;4.18;;;4;BTP;9;;CGC;1706;D016
28.0;179.44;7.3;9.6;1.0;4;30;;1;15;False;False;False;;138.83;0.82;;;4;Outros - Cais do Macuco;25;;CGNC;1707;D016
44.0;323.0;8.35;8.7;3.0;5;0;;1;15;False;True;False;;10.83;0;;;4;Concais;11;;PASSAGEIROS;1708;D016
32.31;199.92;10.3;6.71;2.0;6;0;;1;15;False;False;False;;208.33;1.67;;;4;TUP - Tiplam - GSM - I;57;;GSM - I;1709;D016
49.0;299.97;11.0;13.6;1.0;6;0;;1;15;False;False;False;;36.4;3.98;;;4;TUP - DPW - CGC;51;;CGC;1710;D016
28.0;179.87;9.65;7.6;2.0;9;42;;1;15;False;False;False;;66.4;10.82;;;4;Transpetro;47;;GL;1711;D016
32.0;204.85;7.6;10.0;1.0;10;0;;1;15;False;False;False;;57.47;11.63;;;4;TUP - Cutrale - GL;49;;GL;1712;D016
37.0;228.0;9.9;10.4;2.0;11;0;;1;15;False;False;False;;16.62;1.83;;;4;Santos Brasil;32;;CGC;1713;D016
32.0;228.19;12.7;8.0;2.0;12;29;;1;15;False;False;False;;165.93;0;;;4;Outros - Píer da Alamoa;30;;GL;1714;D016
49.0;299.93;10.9;13.6;1.0;12;30;;1;15;False;False;False;;126.37;2.73;;;4;BTP;9;;CGC;1715;D016
32.28;228.9;7.45;13.04;1.0;13;54;;1;15;False;False;False;;65.27;8.4;;;4;TUP - Tiplam - GSA - E;56;;GSA - E;1716;D016
32.0;229.0;7.7;13.36;1.0;15;30;;1;15;False;False;False;;34.1;1.82;;;4;Terminal de Granéis do Guarujá (TGG);40;;GSA - E;1717;D016
31.0;199.2;7.3;10.2;1.0;15;30;;1;15;False;False;False;;38.45;0.12;;;4;Outros - Libra Terminais;29;;CGNC;1718;D016
40.0;272.05;10.0;9.3;1.0;22;30;;1;15;False;False;False;;32.35;2.02;;;4;TUP - DPW - CGC;51;;CGC;1719;D016
32.0;243.35;8.6;9.5;2.0;23;48;;1;15;False;False;False;;10.13;1.57;;;4;Santos Brasil;32;;CGC;1720;D016
32.0;229.0;8.4;13.9;1.0;1;15;;2;16;False;False;False;;45.37;3.68;;;4;Autoridade - Out;5;;GSA - E;1721;D016
48.0;299.98;10.1;9.2;2.0;2;0;;2;16;False;False;False;;9.67;11.12;;;4;Santos Brasil;32;;CGNC;1722;D016
32.0;228.28;8.32;13.2;1.0;3;10;;2;16;False;False;False;;51.63;0.5;;;4;Terminal Exportador do Guarujá (TEG);42;;GSA - E;1723;D016
32.0;224.9;7.2;12.7;1.0;5;0;;2;16;False;False;False;;84.75;1.75;;;4;Temrinal de Exportação de Açúcar do Guarujá (TEAG);37;;GSA - E;1724;D016
30.0;210.54;9.7;9.6;2.0;5;0;;2;16;False;False;False;;15.4;1.95;;;4;Santos Brasil;32;;CGC;1725;D016
32.0;225.0;13.34;14.2;1.0;5;30;;2;16;False;False;False;;7.17;1.83;;;4;T-Grão;46;;GSA - E;1726;D016
33.0;229.0;7.05;13.65;1.0;7;0;;2;16;False;False;False;;95.87;3.17;;;4;Autoridade - Out;5;;GSA - E;1727;D016
32.0;229.0;7.27;12.88;1.0;7;0;;2;16;False;False;False;;86.47;0;;;4;Autoridade - Ponta;6;;GSA - E;1728;D016
36.0;236.32;8.3;8.7;1.0;7;33;;2;16;False;False;True;;10.0;0.63;;;4;TEV;45;;CGNC;1729;D016
28.43;179.87;9.25;7.45;2.0;8;12;;2;16;False;False;False;;20.4;3.3;;;4;TUP - Tiplam - GL;55;;GL;1730;D016
48.0;300.0;12.2;14.4;2.0;9;30;;2;16;False;False;False;;21.18;2.32;;;4;BTP;9;;CGC;1731;D016
40.0;293.2;10.6;9.1;2.0;9;30;;2;16;False;False;False;;15.45;2.08;;;4;Santos Brasil;32;;CGC;1732;D016
32.0;229.0;8.9;13.11;1.0;9;45;;2;16;False;False;False;;47.1;2.75;;;4;T-Grão;46;;GSA - E;1733;D016
46.0;334.8;10.4;13.5;1.0;14;18;;2;16;False;False;False;;30.13;6.1;;;4;Santos Brasil;32;;CGC;1734;D016
32.0;229.0;7.4;13.39;1.0;15;6;;2;16;False;False;False;;87.17;0;;;4;T-Grão;46;;GSA - E;1735;D016
18.0;116.82;5.1;6.0;1.0;15;30;;2;16;False;False;False;;25.97;0;;;4;Ageo Terminais ;2;;GL;1736;D016
32.0;229.07;7.7;13.2;1.0;16;30;;2;16;False;False;False;;49.95;0;;;4;Autoridade - Ponta;6;;GSA - E;1737;D016
43.0;270.9;11.2;14.4;1.0;17;0;;2;16;False;False;False;;33.1;1.43;;;4;TUP - DPW - CGC;51;;CGC;1738;D016
33.0;201.8;10.0;13.7;1.0;17;10;;2;16;False;False;False;;67.48;6.68;;;4;TUP - DPW - CGNC;52;;CGNC;1739;D016
32.0;193.07;8.1;12.92;1.0;20;18;;2;16;False;False;False;;36.08;10.55;;;4;TUP - Tiplam - GSA - E;56;;GSA - E;1740;D016
38.0;249.97;11.55;13.65;2.0;20;35;;2;16;False;False;False;;13.35;1.7;;;4;BTP;9;;CGC;1741;D016
32.0;193.07;6.47;8.7;1.0;21;12;;2;16;False;False;False;;14.25;3.0;;;4;T-Grão;46;;GSA - E;1742;D016
18.0;85.34;4.8;4.95;1.0;21;20;;2;16;False;False;False;;39.0;0.17;;;4;TUP - Saipem;53;;CGNC;1743;D016
32.0;197.0;6.3;9.43;1.0;1;30;;3;17;False;False;False;;19.67;3.5;;;4;T-Grão;46;;GSA - E;1744;D016
25.0;182.47;9.2;9.1;2.0;3;0;;3;17;False;False;False;;22.7;2.27;;;4;Santos Brasil;32;;CGC;1745;D016
50.0;305.0;8.5;8.5;3.0;5;30;;3;17;False;True;False;;15.67;0;;;4;Concais;11;;PASSAGEIROS;1746;D016
36.0;210.0;9.8;9.2;2.0;6;0;;3;17;False;False;False;;103.5;0.1;;;4;Outros - Cais do Saboó;28;;CGNC;1747;D016
21.0;134.75;6.8;5.5;2.0;6;0;;3;17;False;False;False;;37.17;0;;;4;Ageo Terminais ;2;;GL;1748;D016
22.0;119.9;7.3;7.39;1.0;7;30;;3;17;False;False;False;;45.07;0;;;4;Ageo Terminais ;2;;GL;1749;D016
25.0;156.53;6.45;6.15;1.0;8;45;;3;17;False;False;False;;27.08;0;;;4;Outros - Píer da Alamoa;30;;GL;1750;D016
48.0;328.46;12.5;14.3;1.0;10;0;;3;17;False;False;False;;23.62;2.23;;;4;BTP;9;;CGC;1751;D016
24.0;145.0;6.1;6.2;1.0;14;0;;3;17;False;False;False;;48.53;0;;;4;Outros - Píer da Alamoa;30;;GL;1752;D016
32.0;199.9;7.3;12.8;1.0;16;30;;3;17;False;False;False;;55.37;0.12;;;4;Terminal Exportador do Guarujá (TEG);42;;GSA - E;1753;D016
43.0;270.9;11.2;9.5;2.0;17;0;;3;17;False;False;False;;8.4;8.9;;;4;Santos Brasil;32;;CGC;1754;D016
24.23;146.19;9.4;6.2;2.0;17;15;;3;17;False;False;False;;76.43;3.83;;;4;Adonai Química;1;;GL;1755;D016
33.0;201.8;8.3;13.4;1.0;22;24;;3;17;False;False;False;;94.25;2.02;;;4;TUP - DPW - CGNC;52;;CGNC;1756;D016
32.31;229.07;7.77;13.26;1.0;0;1;;4;18;False;False;False;;33.42;3.0;;;4;Terminal ADM do Brasil;39;;GSA - E;1757;D016
32.0;199.95;9.1;9.2;1.0;0;58;;4;18;False;False;True;;19.5;5.2;;;4;TEV;45;;CGNC;1758;D016
45.83;334.98;13.4;11.5;2.0;1;30;;4;18;False;False;False;;22.43;1.9;;;4;Santos Brasil;32;;CGC;1759;D016
44.0;323.0;8.5;8.6;3.0;5;0;;4;18;False;True;False;;11.83;0;;;4;Concais;11;;PASSAGEIROS;1760;D016
44.0;299.95;11.5;12.7;2.0;5;35;;4;18;False;False;False;;20.97;1.43;;;4;BTP;9;;CGC;1761;D016
40.0;303.83;13.3;11.7;2.0;7;0;;4;18;False;False;False;;28.67;2.43;;;4;TUP - DPW - CGC;51;;CGC;1762;D016
32.0;199.98;8.8;8.7;2.0;7;42;;4;18;False;False;True;;2.0;2.62;;;4;TEV;45;;CGNC;1763;D016
27.0;170.08;7.4;6.7;1.0;7;45;;4;18;False;False;False;;5.33;1.45;;;4;Santos Brasil;32;;CGC;1764;D016
40.0;228.0;8.0;11.7;1.0;8;30;;4;18;False;False;False;;34.6;1.18;;;4;Transpetro;47;;GL;1765;D016
32.0;213.88;8.6;8.4;1.0;10;0;;4;18;False;False;False;;10.02;1.45;;;4;BTP;9;;CGNC;1766;D016
32.0;225.0;7.7;13.5;1.0;10;0;;4;18;False;False;False;;132.55;1.78;;;4;Outros - Cais do Macuco;25;;CGNC;1767;D016
38.0;227.95;11.7;11.5;1.0;10;0;;4;18;False;False;False;;28.18;1.83;;;4;TUP - DPW - CGC;51;;CGC;1768;D016
37.0;229.0;7.7;13.05;1.0;12;0;;4;18;False;False;False;;74.92;0;;;4;T-Grão;46;;GSA - E;1769;D016
32.0;199.98;7.01;12.95;1.0;12;0;;4;18;False;False;False;;86.0;3.42;;;4;T-Grão;46;;GSA - E;1770;D016
26.0;170.0;7.24;9.65;1.0;12;0;;4;18;False;False;False;;39.1;11.47;;;4;TUP - Cutrale - GL;49;;GL;1771;D016
30.0;179.96;7.62;6.64;2.0;14;0;;4;18;False;False;False;;64.42;0;;;4;Outros - Cais do Macuco;25;;GSM - I;1772;D016
29.0;173.0;6.5;7.7;1.0;17;0;;4;18;False;False;False;;29.32;4.65;;;4;TUP - DPW - CGNC;52;;CGNC;1773;D016
32.0;183.06;8.5;9.3;1.0;17;0;;4;18;False;False;False;;52.8;0.82;;;4;Transpetro;47;;GL;1774;D016
45.0;299.9;10.0;10.2;2.0;19;40;;4;18;False;False;False;;18.25;4.33;;;4;Santos Brasil;32;;CGC;1775;D016
32.0;229.0;7.5;13.09;1.0;20;42;;4;18;False;False;False;;27.38;2.58;;;4;Terminal ADM do Brasil;39;;GSA - E;1776;D016
32.31;228.99;7.1;13.25;1.0;23;36;;4;18;False;False;False;;42.62;0;;;4;Outros - Cais da Ponta da Praia;23;;GSA - E;1777;D016
32.0;229.0;7.2;12.36;1.0;23;42;;4;18;False;False;False;;85.1;3.35;;;4;Terminal ADM do Brasil;39;;GSA - E;1778;D016
51.0;336.0;10.7;14.4;1.0;1;45;;5;19;False;False;False;;35.28;1.78;;;4;Santos Brasil;32;;CGNC;1779;D016
32.0;228.99;6.3;13.43;1.0;7;50;;5;19;False;False;False;;62.58;1.47;;;4;Terminal de Granéis do Guarujá (TGG);40;;GSA - E;1780;D016
32.0;228.99;7.32;13.21;1.0;9;48;;5;19;False;False;False;;125.58;3.32;;;4;Temrinal de Exportação de Açúcar do Guarujá (TEAG);37;;GSA - E;1781;D016
48.0;333.18;11.15;14.4;2.0;12;45;;5;19;False;False;False;;24.38;2.1;;;4;BTP;9;;CGC;1782;D016
40.0;304.16;11.4;10.0;2.0;14;15;;5;19;False;False;False;;9.37;6.23;;;4;Santos Brasil;32;;CGC;1783;D016
32.23;183.05;11.4;8.0;2.0;16;30;;5;19;False;False;False;;91.97;0.87;;;4;Ageo Terminais ;2;;GL;1784;D016
33.0;177.9;8.3;8.3;1.0;16;50;;5;19;False;False;False;;121.33;0.33;;;4;TUP - Saipem;53;;CGNC;1785;D016
33.0;224.89;7.88;12.57;1.0;17;0;;5;19;False;False;False;;63.83;3.42;;;4;T-Grão;46;;GSA - E;1786;D016
48.0;299.9;10.1;12.2;1.0;18;18;;5;19;False;False;False;;15.97;3.5;;;4;BTP;9;;CGC;1787;D016
48.0;328.46;11.4;14.4;1.0;20;18;;5;19;False;False;False;;43.8;3.0;;;4;BTP;9;;CGC;1788;D016
32.31;228.98;7.65;13.11;1.0;20;24;;5;19;False;False;False;;30.42;1.72;;;4;Terminal de Granéis do Guarujá (TGG);40;;GSA - E;1789;D016
40.0;272.08;11.1;13.7;1.0;21;6;;5;19;False;False;False;;26.68;4.2;;;4;BTP;9;;CGC;1790;D016
32.0;183.1;9.75;9.7;2.0;22;12;;5;19;False;False;False;;17.92;3.25;;;4;TUP - Terminal Marítimo Dow;54;;GL;1791;D016
32.0;183.09;7.0;9.5;1.0;23;0;;5;19;False;False;False;;44.0;1.6;;;4;Transpetro;47;;GL;1792;D016
32.0;210.96;8.6;8.7;2.0;0;30;;6;20;False;False;False;;17.68;1.77;;;4;BTP;9;;CGC;1793;D016
40.0;304.14;11.6;13.9;1.0;2;36;;6;20;False;False;False;;8.42;1.37;;;4;TUP - DPW - CGC;51;;CGC;1794;D016
50.0;305.0;8.6;8.6;3.0;6;0;;6;20;False;True;False;;12.17;0;;;4;Concais;11;;PASSAGEIROS;1795;D016
40.0;299.97;13.4;12.0;2.0;6;30;;6;20;False;False;False;;23.78;2.33;;;4;Santos Brasil;32;;CGC;1796;D016
32.0;229.0;7.2;13.11;1.0;9;24;;6;20;False;False;False;;62.33;0;;;4;T-Grão;46;;GSA - E;1797;D016
42.0;320.58;11.6;10.1;2.0;10;12;;6;20;False;False;False;;28.08;1.85;;;4;TUP - DPW - CGC;51;;CGC;1798;D016
32.0;228.19;10.0;7.7;2.0;11;0;;6;20;False;False;False;;120.17;7.67;;;4;Ultracargo;59;;GL;1799;D016
35.0;185.96;8.1;8.6;2.0;15;30;;6;20;False;False;False;;23.95;2.62;;;4;Santos Brasil;32;;CGC;1800;D016
21.0;134.75;5.5;7.3;1.0;15;45;;6;20;False;False;False;;49.7;0;;;4;Outros - Píer da Alamoa;30;;GL;1801;D016
48.0;333.2;14.4;12.2;2.0;16;30;;6;20;False;False;False;;28.98;2.93;;;4;TUP - DPW - CGC;51;;CGC;1802;D016
30.0;179.97;10.57;5.53;2.0;17;30;;6;20;False;False;False;;117.42;0;;;4;Outros - Cais do Saboó;28;;GL;1803;D016
32.0;294.0;11.0;9.6;2.0;20;0;;6;20;False;False;False;;12.97;1.72;;;4;TUP - DPW - CGC;51;;CGC;1804;D016
26.0;170.0;9.7;9.3;2.0;21;0;;6;20;False;False;False;;48.17;0;;;4;Ageo Terminais ;2;;GL;1805;D016
36.0;200.0;9.8;11.6;2.0;21;15;;6;20;False;False;False;;23.47;3.2;;;4;Santos Brasil;32;;CGC;1806;D016
32.0;229.0;7.64;13.26;1.0;22;0;;6;20;False;False;False;;74.92;0;;;4;T-Grão;46;;GSA - E;1807;D016
32.0;199.94;7.04;12.52;1.0;23;0;;6;20;False;False;False;;176.82;2.4;;;4;Outros - Cais da Ponta da Praia;23;;GSA - E;1808;D016
32.0;204.36;11.3;12.82;1.0;23;30;;6;20;False;False;False;;26.88;1.9;;;4;TUP - DPW - CGNC;52;;CGNC;1809;D016
32.0;229.0;7.3;13.45;1.0;0;30;;0;21;False;False;False;;61.07;1.5;;;4;Terminal de Granéis do Guarujá (TGG);40;;GSA - E;1810;D016
34.0;223.91;9.0;8.4;2.0;9;0;;0;21;False;False;False;;7.65;2.18;;;4;Santos Brasil;32;;CGC;1811;D016
32.0;183.1;9.7;8.0;2.0;12;0;;0;21;False;False;False;;92.08;0;;;4;Outros - Píer da Alamoa;30;;GL;1812;D016
32.0;225.0;9.4;10.5;1.0;12;0;;0;21;False;False;False;;20.27;5.75;;;4;Outros - Cais do Macuco;25;;CGNC;1813;D016
32.0;229.07;7.45;13.31;1.0;12;12;;0;21;False;False;False;;45.42;3.0;;;4;T-Grão;46;;GSA - E;1814;D016
51.0;335.0;12.0;14.5;1.0;12;48;;0;21;False;False;False;;25.53;2.47;;;4;Santos Brasil;32;;CGC;1815;D016
19.0;88.9;5.6;5.9;1.0;13;5;;0;21;False;False;False;;60.42;0.17;;;4;TUP - Saipem;53;;CGNC;1816;D016
26.6;170.0;9.1;6.7;2.0;13;6;;0;21;False;False;False;;38.67;2.75;;;4;Ultracargo;59;;GL;1817;D016
23.0;164.34;6.5;6.6;2.0;14;0;;0;21;False;False;False;;16.25;2.48;;;4;TUP - Terminal Marítimo Dow;54;;GL;1818;D016
35.0;228.41;8.7;12.79;1.0;16;0;;0;21;False;False;False;;25.47;1.95;;;4;Autoridade - Out;5;;GSA - E;1819;D016
48.0;333.2;9.9;11.1;1.0;16;6;;0;21;False;False;False;;32.4;2.2;;;4;TUP - DPW - CGC;51;;CGC;1820;D016
31.0;199.2;11.2;11.9;1.0;16;30;;0;21;False;False;False;;6.32;2.38;;;4;TUP - DPW - CGNC;52;;CGNC;1821;D016
40.0;304.16;12.6;13.4;2.0;19;0;;0;21;False;False;False;;18.77;2.32;;;4;BTP;9;;CGC;1822;D016
27.4;183.98;7.4;9.47;1.0;19;48;;0;21;False;False;False;;29.6;1.1;;;4;Transpetro;47;;GL;1823;D016
32.0;183.0;9.5;8.5;2.0;22;30;;0;21;False;False;False;;26.6;2.2;;;4;TUP - Terminal Marítimo Dow;54;;GL;1824;D016
40.0;303.83;11.7;11.9;1.0;22;48;;0;21;False;False;False;;14.62;2.22;;;4;TUP - DPW - CGC;51;;CGC;1825;D016
51.0;336.0;13.2;10.8;2.0;4;36;;1;22;False;False;False;;15.15;10.93;;;4;Santos Brasil;32;;CGC;1826;D016
32.0;260.05;11.44;9.7;2.0;5;37;;1;22;False;False;False;;7.0;2.42;;;4;Santos Brasil;32;;CGC;1827;D016
32.0;224.95;7.43;12.61;1.0;6;30;;1;22;False;False;False;;45.75;2.75;;;4;T-Grão;46;;GSA - E;1828;D016
30.0;218.45;9.5;9.6;2.0;7;0;;1;22;False;False;False;;13.37;2.5;;;4;Santos Brasil;32;;CGC;1829;D016
30.0;208.85;11.6;11.3;2.0;8;0;;1;22;False;False;False;;7.12;1.83;;;4;Santos Brasil;32;;CGC;1830;D016
32.0;229.0;7.78;13.06;1.0;9;30;;1;22;False;False;False;;107.1;6.33;;;4;Outros - Cais do Paquetá;27;;GSA - E;1831;D016
24.23;145.26;6.2;8.2;1.0;9;45;;1;22;False;False;False;;83.75;0;;;4;Adonai Química;1;;GL;1832;D016
32.0;225.0;7.5;13.05;1.0;10;35;;1;22;False;False;False;;62.25;1.92;;;4;TUP - Tiplam - GSA - E;56;;GSA - E;1833;D016
33.0;201.8;12.8;13.0;1.0;11;15;;1;22;False;False;False;;25.72;0.05;;;4;Outros - Cais do Macuco;25;;CGNC;1834;D016
42.0;300.07;11.8;12.9;2.0;11;18;;1;22;False;False;False;;28.17;2.28;;;4;BTP;9;;CGC;1835;D016
32.0;182.88;7.0;10.2;1.0;13;0;;1;22;False;False;False;;48.0;1.42;;;4;Transpetro;47;;GL;1836;D016
48.0;299.89;13.7;12.0;2.0;14;54;;1;22;False;False;False;;15.72;2.18;;;4;BTP;9;;CGC;1837;D016
32.3;199.97;7.45;13.16;1.0;18;12;;1;22;False;False;False;;82.75;0.78;;;4;Temrinal de Exportação de Açúcar do Guarujá (TEAG);37;;GSA - E;1838;D016
24.0;145.0;7.5;7.2;2.0;19;28;;1;22;False;False;False;;56.62;4.67;;;4;Outros - Cais do Outeirinhos;26;;GSM - I;1839;D016
